StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,S1-FR_4,S1-FR_5,S1-FR_6,S1-FR_7,S1-FR_8,S1FRtime_First Click,S1FRtime_Last Click,S1FRtime_Page Submit,S1FRtime_Click Count,S1A1_7,S1A1_8,S1A1_9,S1A2_7,S1A2_8,S1A2_9,S1A3_7,S1A3_8,S1A3_9,S1A4_7,S1A4_8,S1A4_9,S1A5_7,S1A5_8,S1A5_9,S2-FR_4,S2-FR_5,S2-FR_6,S2-FR_7,S2-FR_8,S2FRtime_First Click,S2FRtime_Last Click,S2FRtime_Page Submit,S2FRtime_Click Count,S2A1_4,S2A1_5,S2A1_6,S2A2_4,S2A2_5,S2A2_6,S2A3_4,S2A3_5,S2A3_6,S2A4_4,S2A4_5,S2A4_6,S2A5_4,S2A5_5,S2A5_6,S3-FR_4,S3-FR_5,S3-FR_6,S3-FR_7,S3-FR_8,S3FRtime_First Click,S3FRtime_Last Click,S3FRtime_Page Submit,S3FRtime_Click Count,S3A1_4,S3A1_5,S3A1_6,S3A2_4,S3A2_5,S3A2_6,S3A3_4,S3A3_5,S3A3_6,S3A4_4,S3A4_5,S3A4_6,S3A5_4,S3A5_5,S3A5_6,S4-FR_4,S4-FR_5,S4-FR_6,S4-FR_7,S4-FR_8,S4FRtime_First Click,S4FRtime_Last Click,S4FRtime_Page Submit,S4FRtime_Click Count,S4A1_4,S4A1_5,S4A1_6,S4A2_4,S4A2_5,S4A2_6,S4A3_4,S4A3_5,S4A3_6,S4A4_4,S4A4_5,S4A4_6,S4A5_4,S4A5_5,S4A5_6,S5-FR_4,S5-FR_5,S5-FR_6,S5-FR_7,S5-FR_8,S5FRtime_First Click,S5FRtime_Last Click,S5FRtime_Page Submit,S5FRtime_Click Count,S5A1_4,S5A1_5,S5A1_6,S5A2_4,S5A2_5,S5A2_6,S5A3_4,S5A3_5,S5A3_6,S5A4_4,S5A4_5,S5A4_6,S5A5_4,S5A5_5,S5A5_6,S6-FR_4,S6-FR_5,S6-FR_6,S6-FR_7,S6-FR_8,S6FRtime_First Click,S6FRtime_Last Click,S6FRtime_Page Submit,S6FRtime_Click Count,S6A1_4,S6A1_5,S6A1_6,S6A2_4,S6A2_5,S6A2_6,S6A3_4,S6A3_5,S6A3_6,S6A4_4,S6A4_5,S6A4_6,S6A5_4,S6A5_5,S6A5_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,FL_11_DO_Scenario1,FL_11_DO_Scenario2,FL_11_DO_Scenario3,FL_11_DO_Scenario4,FL_11_DO_Scenario5,FL_11_DO_Scenario6
8/21/2020 14:25,8/21/2020 14:35,0,,100,625,1,8/21/2020 14:35,R_24CwDuqiuNsj5Ps,,,,,,,anonymous,EN,buy another ticket at the booth,drive back,scalp another ticket,leave him,do nothing,3.85,31.635,47.491,3,81,100,100,21,100,52,70,100,100,40,0,51,95,100,100,do nothing,ask the person what they're doing,start yelling at the teen,call the cops,yell at the family,4.764,37.313,38.187,5,100,100,100,40,100,93,70,100,84,8,100,100,50,100,73,call the cops,pass them,drive another route,flash their lights,do nothing,4.05,35.131,40.41,2,30,100,62,82,100,100,10,100,100,72,100,100,97,0,100,drive away,lock their doors,ignore her,give her money,let her use his phone,4.29,6.173,40.285,2,100,100,100,100,100,100,100,100,100,81,100,100,50,100,72,break the window,call the cops,call 911,ask someone for help,walk away,5.168,12.915,57.155,2,9,100,1,4,100,52,1,100,41,25,100,100,92,0,100,ignore it,keep going,throw it away,ship it home,tell them,3.725,10.288,41.501,3,51,100,100,72,100,100,30,100,100,29,100,83,19,100,64,,34,3,5,,5,9,4,6,2,3,1,5
8/21/2020 14:22,8/21/2020 14:36,0,,100,845,1,8/21/2020 14:36,R_3EyxCDIoDnYOhOC,,,,,,,anonymous,EN,Darya could not go to the concert and instead go do something else with Ted.,Darya could go ahead and go to the concert without Ted.,Darya could give Ted her ticket and not go to the concert.,"Darya could give her ticket to Ted and go get his ticket and use it for herself, though she would be late.",Darya could convince everyone to do something else together and hopefully get a refund on the tickets.,13.563,94.268,110.258,9,75,100,75,55,15,25,75,100,80,100,100,75,30,80,65,Eunice could do nothing and ignore it.,Eunice could confront the teenager.,Eunice could go to where the family is playing and notify them.,Eunice could immediately call the police.,Eunice could wait until the family comes back and ask them about what she saw.,19.239,93.126,110.487,11,10,16,15,25,35,29,38,75,46,10,25,18,100,100,100,"Eamon could turn off of that road, changing roads.",Eamon could call the police and give the license.,Eamon could ignore the driver's erratic behavior completely.,Eamon could continue to follow the driver and see what happens.,"Eamon could speed up, get next to the car and inspect the driver, and try to communicate.",3.534,63.446,86.774,10,50,50,51,100,100,88,10,15,6,50,41,37,5,25,12,Cameron could give her a ride.,Cameron could call her a taxi.,Cameron could say no.,Cameron could offer to drive her only as far as his house.,Cameron could ignore her completely.,14.851,51.645,59.352,5,70,85,65,100,75,75,20,45,31,75,70,70,5,5,2,Erica could call the police and report it.,Erica could go into the mall and notify staff.,Erica could wait at the car until the owner's return and confront them.,"Erica could attempt to get the windows down, she could check the doors.",Erica could do nothing and ignore it.,8.482,52.291,58.709,6,80,100,59,100,100,100,34,49,40,40,75,47,5,0,6,Carl could immediately tell the officers.,Carl could act like he didn't know when going through security.,Carl could sneak it into someone elses bag.,Carl could throw the knife away in the garbage.,Carl could leave the line immediately and go put the knife in his car or back at his house.,6.62,78.074,87.154,13,100,100,90,50,40,44,1,0,1,30,100,15,65,100,54,,34,1,5,,2,7,1,6,3,2,5,4
8/21/2020 14:25,8/21/2020 14:36,0,,100,648,1,8/21/2020 14:36,R_BPr4UY6aEV6W2Fb,,,,,,,anonymous,EN,go without Ted,decide to skip concert and hang out with Ted,go with Ted to get the ticket,get mad at Ted,see if they can find someone selling a ticket,12.414,12.414,63.286,1,22,53,54,11,100,100,67,100,100,84,100,100,100,100,100,start a casual conversation with the person,take a picture of the person without them noticing,let the family know just incase,make your presence known,straight up ask them,21.453,21.453,73.882,1,38,100,100,9,46,37,89,100,100,40,100,100,18,89,91,call the police,follow him,flash lights and try to get him to pull over,take down the license plate number,honk his horn,11.743,11.743,90.317,1,100,100,100,61,80,80,8,11,11,100,100,100,1,0,3,say sorry hes in a rush,say he doesnt pick up strangers,call her a cab,give her money for a ride,give her a ride,9.62,39.245,45.6,2,100,100,100,100,100,100,100,100,100,100,100,100,14,70,72,bust the window,call police,call fire department,call mall security,ask strangers nearby for help,8.573,22.099,58.121,4,84,88,89,100,100,100,100,100,100,100,100,100,100,100,100,turn around and go throw it away,ask if theres a way he can check it,give it to the security people,call a friend to come get it,try to get through with it,8.291,65.493,83.582,2,17,58,55,100,100,100,93,100,100,100,100,100,0,0,0,,35,2,5,,4,7,6,1,3,4,5,2
8/21/2020 14:14,8/21/2020 14:36,0,,100,1306,1,8/21/2020 14:36,R_3LdO2oTz0N1xfZj,,,,,,,anonymous,EN,You didn't give us enough time for this survey. I gotta pick up speed. Um. Darya could smile and wave goodby to Ted.,Darya could tell Ted they can just do something else instead.,Darya could stomp her feet and pout and get angry.,"Fuck, um. Darya could clap her hand in sarcasm.",Darya could punch Ted in the face because Ted's messed up one too many times.,20.199,127.172,147.781,7,0,7,3,100,100,100,56,72,37,15,8,12,2,0,3,"Continue to watch, and remain confused.",Ask the teenager what they are doing.,"Pick up their own belongs, get up, and get out of there.","Turn towards someone else with a questioning look on her face, to see if they know what's going on.","Retain a devilish smile, grab a piece of popcorn, and enjoy the show.",25.669,148.729,154.035,8,90,100,100,10,100,100,5,100,50,80,100,100,1,100,80,"Pull over to the side of the road until the dangerous driver is long gone, then get back to driving.","Not call the police, because the police don't respond anymore. We're on our own now.","Call the police, even though it makes no difference. ","Slow down and stay between the intoxicated driver and the drivers behind him, staying a safe distance away from the car, in an effort to protect everyone.",Slam into the car as hard as he can because it's the upside down world now and he wants out.,10.945,197.998,209.981,18,15,100,25,90,100,90,60,100,76,22,100,30,12,0,0,"Say, ""Nah, I gotta get home to my family.""",Laugh and grin and look away.,Consider certain possibilities if she's hot.,"Give her a ride, have a nice conversation with her in the car.",Tell her to get lost and that she's not social distancing.,23.116,139.703,147.038,8,70,100,100,15,100,73,15,50,30,15,100,25,5,0,5,times,up,sorry,please,pay me,2.185,21.477,24.246,7,0,0,0,6,4,5,4,5,9,5,5,10,4,5,8,"Laugh, turn around, walk back to his car and leave the knife there.",Let security know of his mistake and face whatever comes next.,"Become unhinged at this very moment, thinking about the state of the world today, pull out the knife and begin to rant and yell. ","Drop the bag on the ground where he stands and walk away, dazed and determined to leave his life behind.","Turn bright red and freeze in place, not knowing what to do next.",20.493,204.641,213.126,13,95,100,100,25,100,50,1,0,0,0,50,0,15,100,70,,43,2,5,,4,8,5,3,4,1,6,2
8/21/2020 14:14,8/21/2020 14:36,0,,100,1339,1,8/21/2020 14:37,R_2TsNrI1RFLDskpr,,,,,,,anonymous,EN,Try to see if there are any tickets available for purchase online,Tell Ted they will meet up with him after the concert,Suggest Ted try and get the ticket anyway,Decide to forgo the concert,Ask Ted to wait in the lobby,22.112,39.935,126.625,2,100,100,100,70,70,70,65,80,80,10,100,50,20,50,50,Say hello,Casually walk towards the water and alert a family member,Casually alert beach personnel,Make a note of the person's clothing and facial characteristics,Alert someone in close proximity to her.,20.868,125.28,134.841,9,20,100,100,50,100,100,30,100,100,100,100,100,80,100,100,Slow down and allow the car to move away from you,Call 911,Speed around the car,Go in a different direction,Honk at the car,9.18,65.891,66.217,3,70,50,60,85,100,100,70,50,70,80,60,75,30,10,30,Give her a ride but drop her off close to his destination,Call her a taxi,Ask if there is anyone he can call.,Ignore her,Leave her at the gas station,9.175,158.185,187.609,5,50,70,50,60,100,80,80,100,80,50,10,60,60,40,50,Alert customer service at the mall,Find a security officer,Find a policeman,Contact PETA,Contact local animal control,21.291,21.291,75.868,1,50,100,100,20,100,40,30,80,70,40,100,60,70,100,70,Check the bag,"Locate airport personnel, explain the situation",Remain in line hoping it will be overlooked,Throw it away and purchase new ones at the destination,Alert security right before his belongings are scanned,15.674,128.131,128.779,6,80,100,90,80,100,100,20,20,0,10,100,20,70,100,70,,47,2,1,,6,6,6,1,5,4,2,3
8/21/2020 14:25,8/21/2020 14:37,0,,100,707,1,8/21/2020 14:37,R_3D7q4aj2h56xdcL,,,,,,,anonymous,EN,try to purchase another ticket,leave without watching,go to his house and get the ticket,see if he has an email notification he can use,sneak in,6.991,18.695,54.071,2,76,100,100,50,80,80,75,100,100,70,100,100,5,0,0,ask him who he is,go ask the family if they know him,do nothing,walk near him to see if he stops,yell at him,0.926,1.542,67.055,2,80,100,100,100,100,100,50,50,50,90,100,100,20,10,10,call the cops,drive past the car,try to wave the person to pull over,pull over and let the car get far away,honk the horn,1.602,1.602,50.233,1,85,100,100,75,65,75,65,70,70,75,65,65,65,70,70,say no,give her a ride,call a uber for her,tell her to call a friend,leave without saying anything,27.448,27.448,74.418,1,70,75,75,35,75,50,25,75,75,50,80,80,40,50,50,call for help,break a window,try to open a door,find the owner,pick the door lock,8.487,8.487,37.79,1,85,100,100,35,50,50,100,100,100,95,100,100,10,50,50,tell security,throw the knife away,see if he doesnt get caught,make it well known that he has a knife,take it out and hand it to someone in charge,1.022,1.022,56.415,1,80,100,100,5,50,50,15,0,0,50,50,50,70,100,100,,25,1,5,,4,7,3,2,4,6,1,5
8/21/2020 13:59,8/21/2020 14:38,0,,100,2376,1,8/21/2020 14:38,R_2tzlFBVuZlwlM2f,,,,,,,anonymous,EN,She can give up the concert,To buy a second-hand ticket.,Get into the concert with Ted without a ticket,To watch the concert on TV.,To go to the concert another time.,13.539,287.17,289.949,15,19,94,96,91,100,100,9,0,0,70,100,83,71,100,100,Ask that young man.,Call a family member.,Announce the lifeguard.,To alert the security police.,Pretend not to notice.,2.766,196.967,204.28,17,82,99,99,100,100,100,81,100,91,91,100,100,19,0,0,Let the police know by phone.,To honk loudly at the driver.,To block him in traffic.,Call the emergency room.,Ask for help from other traffic participants.,5.366,223.558,226.099,15,92,100,100,91,99,97,30,61,71,95,100,100,81,100,100,To refuse the woman,To accept the woman's request.,To accept the woman's request but only as far as he had planned to go.,To ask someone else to take her.,Call a taxi for that woman.,3.414,296.205,299.57,19,40,30,19,81,100,93,61,30,40,81,91,91,70,100,100,Let the car owner know.,Try to open the car door or the window.,Call the emergency room.,Notify the parking lot manager.,To break a car window.,3.593,223.849,231.612,17,97,100,100,91,99,100,97,100,100,95,100,100,19,61,61,Abandon the knife at the entrance to the security.,To risk and leave the knife in his carry-on bag.,To ask permission to move the knife in the hold baggage.,To hide the knife in his clothes.,Ask airport staff to send the knife with the next flight.,2.334,467.855,471.476,19,40,100,84,9,0,0,92,100,100,5,0,0,70,100,93,,67,1,5,,5,5,1,3,6,4,2,5
8/21/2020 14:17,8/21/2020 14:38,0,,100,1261,1,8/21/2020 14:38,R_2SdBVozC454joVm,,,,,,,anonymous,EN,talk Ted into waiting outside for her,Help Ted find a new tcket fro a seller,Just turn around and go back with Ted,See if there is a way to sneak Ted in,pick the pocket of someone else's ticket,28.38,135.896,165.342,6,40,41,20,71,100,100,71,100,100,10,10,10,4,1,1,if now times call 911 /you did not say she is swimming,if so. paddle ashore for a better look,note what the teen is wearing,"note any chacteristisc, hair color or ",start yelling,24.233,179.4,188.62,11,20,100,100,100,100,100,81,100,100,82,100,100,100,100,100,pull off and get some distance between,call 911,get close enough to get plate,pass them,flah headlights. See if they straighten up.,8.421,83.103,119.074,6,61,100,100,40,100,100,80,100,100,82,100,82,50,100,25,refuse,agree and hope she is not a lunatic,help her find an alternate way home,try to solve her problem getting a ride from someone she knows,pay for her bus or taxi home,27.288,136.668,139.583,7,91,52,100,29,100,29,50,100,50,51,100,51,6,100,7,call police,see if door is loicked,smash a window,tell store manager to say something,nothing,36.963,81.117,88.301,2,72,100,86,82,100,100,71,100,100,92,100,100,32,100,100,Immediately tell the TSA agent before they find it accidentally,"get out of line, ask TSA if he can leave it and retrieve it on return",apologize and say good bye to the knife,try to rebook ticket get luggage take it home,take his chances,9.908,153.281,170.461,5,100,100,87,100,100,100,71,100,100,50,100,50,83,49,74,,60,1,5,,5,7,3,1,2,5,6,4
8/21/2020 14:25,8/21/2020 14:39,0,,100,827,1,8/21/2020 14:39,R_2786pZPTblQfuS5,,,,,,,anonymous,EN,go home and get the tickets,buy from a scalper,ask another person if they would sell their tickets,sneak in,go home,26.784,26.784,75.345,1,50,100,100,50,50,100,50,100,100,16,0,0,84,100,100,ask the teenager what is he looking for,alert the family,keep an eye on him,make sure the teenager sees her,ignore him,13.941,52.653,84.82,3,84,100,100,100,100,100,100,100,100,100,100,100,50,50,100,call 911,try to spot a police car,try to make the driver pull over,slow down to avoid the driver,turn onto another street,13.465,77.978,84.545,3,68,100,100,68,100,100,32,98,100,100,100,100,100,100,100,give her a ride,ignore her,tell her it is out of the way.,tell her he is to busy,tell her he needs to get home,18.777,71.145,80.536,2,50,100,100,16,32,68,100,100,100,100,100,100,100,100,100,break a window,alert a security guard,try to find the owner,ask someone what they should do,ignore it and go home,12.496,12.496,68.503,1,50,100,100,68,100,100,50,100,100,84,100,100,50,32,100,hide the knife,tell the TSA about the knife,call someone to pick up the knife,throw away the knife,ignore it and see if he can get through with it.,10.941,10.941,73.364,1,0,0,0,95,100,100,32,100,100,50,100,100,100,50,100,,54,1,5,,6,6,3,5,2,6,1,4
8/21/2020 14:26,8/21/2020 14:39,0,,100,803,1,8/21/2020 14:39,R_2BrrUUBoW1G8yak,,,,,,,anonymous,EN,Return to get the ticket.,Try and get another ticket from someone.,Try and buy another ticket.,Try to sneak in.,Wait in the parking lot.,6.69,6.69,56.318,1,50,100,80,100,100,100,100,100,100,18,0,0,0,100,0,Speak up.,Take a picture of them.,Ignore them.,Make a scene.,Flag down a lifeguard.,7.363,7.363,45.376,1,80,100,80,100,100,100,15,50,50,30,50,50,70,100,70,Call 911,Pull over and let them keep going.,Take a different route.,Slow down and stay back.,Try and go around them.,5.47,87.673,115.497,3,100,100,100,90,100,100,100,100,100,100,91,90,0,50,0,Give her a ride.,Decline.,Offer to pay for a taxi.,Recommend Ride sharing like Lyft or Uber.,Ignore her.,4.042,20.123,79.455,4,90,100,90,50,50,30,30,100,70,80,100,95,0,0,0,Try to break the window.,Call 911.,Leave it there.,Wait for the owner.,Try to open the doors.,2.407,2.407,45.613,1,50,100,70,100,100,100,0,0,0,20,0,30,100,100,100,Tell security.,Hope it's not found.,Try and hide it somewhere it won't be found in the airport.,See if he can send it home.,Try to sneak it past security.,5.589,5.589,54.508,1,100,100,80,70,50,100,20,0,0,100,100,100,0,0,0,,41,2,5,,2,9,3,6,2,1,5,4
8/21/2020 14:25,8/21/2020 14:40,0,,100,953,1,8/21/2020 14:40,R_3dScIRLlBEFJb7X,,,,,,,anonymous,EN,Tell him your sorry and go anyway,Drive him home,Buy him another ticket,try to sneak him in,Tell him to go home himself,24.577,24.577,130.699,1,1,6,5,64,98,89,52,99,94,1,0,1,4,1,1,Ask the teenager if he knows them,Alert the family so they can decide,Yell thief,Find an officer,Tell him to get out of there,23.735,79.135,88.19,5,95,95,90,98,99,97,1,50,27,53,87,54,46,87,51,Call the police,Try to get him to pull over yourself,Flash your lights at him,Follow to make sure everyone is safe,Honk at them,11.904,11.904,82.973,1,95,97,96,1,82,49,1,93,93,98,97,97,51,51,52,ignore her,Tell her he is going a different direction,Say he does not have enough time,Give her a ride,Giver her money for a cab,22.662,22.662,89.229,1,50,5,89,100,49,90,95,95,95,1,94,6,1,97,19,Alert the mall so they can announce to return to the car,Call the police,Smash the window,call animal control,try to find the owner,12.363,57.966,74.586,2,93,97,94,60,96,97,1,98,64,95,96,95,69,97,96,Try to hide it in the airport and find it later,Throw it away,Give it to someone else,Try to sneak it on,Ask an agent what to do with it,12.588,83.4,133.85,2,1,9,1,74,1,26,1,41,1,1,0,1,95,96,95,,44,2,5,,2,8,5,3,6,1,4,2
8/21/2020 14:26,8/21/2020 14:40,0,,100,877,1,8/21/2020 14:40,R_1mx51v2k7RIqfqv,,,,,,,anonymous,EN,Darya can spot Ted by buying the ticket at the booth.,Darya can go with Ted to pick up the ticket so he doesn't feel alone.,Darya can go to the concert by herself and wait for Ted to come.,Darya can record the concert so Ted doesn't miss what happened.,Darya can yell at Ted for ruining the day.,2.292,6.637,109.166,3,18,59,9,50,58,51,81,59,82,63,68,66,3,0,1,Eunice can yell at the teenager to stop it.,Eunice can let the teenager do what he is doing.,Eunice can pretend the belongings is her and see what he does.,Eunice can continue sunbathe.,Eunice can call out to the family to alert them.,0.874,0.874,59.399,1,59,85,87,68,31,93,24,74,63,66,43,96,79,97,81,Eamon can drive up to the driver and check if he looks drunk.,Eamon can call 911 or the lesser 911 and report the driver.,Eamon can honk at the car.,Eamon can just speed up and pass over the car so he can be a safe distance away from the driver.,Eamon can just ignore and drive as he would.,7.975,45.818,109.886,2,94,91,95,56,85,72,86,73,83,100,50,100,62,54,90,Cameron can lie and say he has to go somewhere.,Cameron can nicely say he can't give rides to strangers.,Cameron can ignore the woman,Cameron can tell her to take a taxi.,Cameron can give her a ride.,0.722,0.722,35.662,1,100,100,100,100,100,100,74,88,98,63,90,85,15,49,2,Erica can break the glass and save the dog.,Erica can run into the mall and find security to complain.,Erica can ignore and just go home.,Erica can keep the dog company and make sure it's ok.,Erica can call 911 and report it.,90.484,90.484,150.85,1,45,65,55,59,100,94,52,28,95,63,83,91,23,55,35,Carl can ask the airline if he can bring the knife.,Carl can go back and check his bag.,Carl can toss the knife and take his carry-on bag.,Carl can call a friend to pick up the knife and go on his flight.,Carl can just go through security and hope no one notices his knife.,3.376,10.192,66.213,3,58,71,68,100,100,100,3,55,7,13,61,4,86,29,80,,35,2,3,,5,6,1,5,3,6,4,2
8/21/2020 14:27,8/21/2020 14:41,0,,100,798,1,8/21/2020 14:41,R_20Tiatb7ZvLhomm,,,,,,,anonymous,EN,not go to the concert and stay with Ted,go to the concert without Ted,give her ticket to Ted and decide not to go herself,go back with Ted to get his,give her ticket to Ted and go get his,11.755,62.972,92.504,2,12,100,40,40,25,58,4,99,3,43,100,24,5,100,10,ask the teenager if he is part of that family,ignore the teen,tell security,tell the family,leave the beach entirely because she doesn't want any part of it,7.804,7.804,67.068,1,20,94,37,89,9,52,10,100,8,50,85,85,40,2,79,Call the police,Honk the horn to make the driver aware,slow down and not be too close,speed up and pass anywhere they can as soon as they can,ignore what is happening,8.507,76.838,81.734,3,86,100,97,100,100,100,51,87,72,30,17,28,90,8,76,tell her he can't take her,ignore her question,take her where she wants to go,take her only as far as his house,suggest she ask someone else there to take her,6.753,6.753,51.323,1,89,81,93,19,4,14,19,85,67,51,62,30,93,36,87,tell the security patrol,break the window,ask for help from strangers,try to find the owner,ignore the dog,5.384,5.384,35.209,1,81,100,92,41,85,54,92,100,100,69,100,83,30,0,50,throw the knife away,decide to miss his flight,hope they let his knife through,give it to someone else ,try to hide it in his other luggage,8.039,9.222,73.971,2,70,91,64,30,99,22,73,52,61,15,100,30,70,8,88,,53,2,5,,4,7,6,3,1,5,4,2
8/21/2020 14:25,8/21/2020 14:41,0,,100,982,1,8/21/2020 14:41,R_3HjhIUABlEfT4r4,,,,,,,anonymous,EN,Leave Ted behind,Decide not to go at all and stay with Ted,Take Ted with him and tell him he will have to purchase another ticket when they get there.,Tell Ted that they will sneak in somehow or someway.,Go doing something else.,13.775,14.149,92.19,2,39,23,15,82,100,100,89,80,94,5,0,6,66,100,89,Ask the teenager what they're doing.,Call 911 and report theft.,Walk over to the family and ask them if they know the teenager.,Yell and tell the teenager to stop.,Look away and dont say anything to the teenager,5.662,97.353,98.165,3,70,65,70,40,15,60,60,90,90,25,15,25,90,80,95,Call 911 and alert them about the driver.,Get behind the driver and honk the horn to alert the drive.,Get infront of the driver and slam on the brakes to make the driver stop.,Continue driving to his destination and forget about the driver.,Pull up beside the driver and try to communicate with them.,1.652,97.748,98.122,2,100,100,100,70,80,70,20,10,10,50,25,70,50,70,65,Drive the woman to a nearby city.,Refuse to driver her because he doesnt know her.,Provide her a phone number to a taxi or uber.,Lie to the woman saying he is not going in that direction.,Ignore the lady.,17.102,80.786,119.48,3,40,60,30,100,100,100,70,100,100,100,100,100,30,50,39,Break the window and free the dog.,Call 911 and report that a dog is stuck in a car.,Go back to the mall and tell them to make an announcement about the dog.,Walk away and do nothing.,Wait at the car until the owner arrives and berate them.,45.35,54.568,108.535,5,80,90,85,90,100,100,70,100,90,20,10,50,50,70,85,Admit to security that he has the knife in his posession.,Explain to security his profession and why he has the knife.,Try to conceal or hide the knife.,Ditch the knife in someone elses bag.,Throw the knife away before it is scanned.,3.501,3.501,96.35,1,75,100,100,100,100,100,20,25,50,0,0,10,10,30,40,,32,1,1,,5,6,6,3,2,5,4,1
8/21/2020 14:25,8/21/2020 14:42,0,,100,980,1,8/21/2020 14:42,R_1jQkEIiHnIvaEKM,,,,,,,anonymous,EN,go into the concert by herself,call someone to bring the ticket,drive back with Ted to get his ticket,buy another ticket,make a joke about Ted being absent-minded,6.262,103.954,111.743,10,10,91,10,50,100,100,70,100,100,32,100,20,37,95,97,call the police,start shouting ,ask the teen who he is,give him the evil eye,do nothing,17.929,17.929,53.031,1,1,1,1,1,1,2,51,100,76,29,26,38,96,100,100,call 911,slow down and get away from the other driver,pull over and wait for safer conditions,turn around and drive the other way,rant about drunk drivers,12.317,15.661,83.581,2,100,100,100,92,100,100,30,100,100,1,100,0,17,93,39,ignore the woman,curse at the woman and tell her to bug off,tell her to call an uber,offer her a ride for free,offer her a ride for money,9.186,9.186,49.542,1,3,0,5,1,0,0,20,90,100,50,100,23,13,75,20,call 911,get mall security,smash the window,go into the store and make an announcement ,walk away,6.657,39.24,46.779,3,91,100,100,93,100,100,6,100,21,91,100,100,12,0,70,ask an agent to check his knife on the plane ,apologize for his mistake,cry about losing his favorite knife,try to sneak through without anyone finding his knife,rebook his flight for later,13.973,38.061,89.831,3,100,100,100,100,100,100,1,100,10,15,0,25,10,100,40,,32,1,5,,5,5,1,5,2,4,6,3
8/21/2020 14:19,8/21/2020 14:42,0,,100,1348,1,8/21/2020 14:42,R_PMAxodS1bYLFSpz,,,,,,,anonymous,EN,Go to the ticket window and see if they can print him a new ticket.,See if someone is home at Ted's house to take a picture of the ticket.,Explain to the ticket taker that Ted forgot his ticket.,Prove that he bought a ticket with email confirmation.,Go inside with everyone else. Meet outside at smoking section with ticket stub from friend who is already inside.,27.691,246.762,253.55,14,85,100,70,80,100,39,85,100,60,85,100,86,60,15,10,Walk over to the family's things and ask the teenager what they are doing.,Yell at the teenager to stop.,Do nothing.,Walk to the water and ask the family.,Ask the teenager if they are family.,20.959,123.286,168.346,5,70,100,44,33,50,25,60,50,58,69,100,39,27,100,35,Call 911.,Put on hazard lights and follow to warn other drivers.,Pass him.,Flash lights at him.,Try to get him to pull over.,8.321,70.897,81.879,5,100,100,100,37,52,45,87,16,94,35,52,39,19,60,21,Give the person a ride.,Tell the person they can only take them part way.,Tell the person he is not going that way.,Give the person money for a cab/uber.,Tell the person that they don't give strangers rides.,10.632,117.08,142.213,6,86,100,47,75,90,62,85,19,98,52,98,23,29,54,37,Call the police.,Break the car window.,Break into the car.,Call mall security to see if they can make an announcement.,Scream for help from others in the parking lot.,6.704,58.519,98.613,5,100,100,100,73,59,12,52,53,13,94,100,76,100,100,68,Explain the situation to security.,Put the knife in a locker to get it when he comes back.,Talk to ticket agent to see if he can add it to his regular luggage. ,Throw the knife out.,Pretend like he forgot it is in his carryon bag.,9.914,133.689,137.142,8,90,100,81,27,100,24,80,100,81,55,90,35,86,33,63,,50,2,5,,4,6,1,2,6,4,3,5
8/21/2020 14:31,8/21/2020 14:42,0,,100,625,1,8/21/2020 14:42,R_11d0meYF9zMuJNo,,,,,,,anonymous,EN,Go without Ted,Call someone at home to help deliver it,Buy another ticket,Skip the concert,Give Ted her ticket,11.528,53.887,63.753,6,48,50,46,94,100,100,44,83,83,15,64,49,70,88,67,Ask the teenager if he is here with his family,Ask the family if that is their teenager,call the police,Ask a lifeguard,Take a picture of the teen,12.532,46.724,54.453,6,72,100,100,72,100,90,58,72,62,68,77,63,61,61,62,Honk his horn,Get the license number,Call police,Flash brights,Pull over,11.867,43.002,49.308,6,63,89,81,90,99,92,73,79,73,71,79,69,66,90,76,Take the woman as far as he is driving,Say no,Take the woman the whole way,Call her a cab,Give her a bus ticket,10.368,46.135,58.646,5,53,61,55,81,91,91,42,60,48,51,66,67,35,59,50,She could see if the car is unlocked,Call the police,Break the car window,Tell someone at mall security,Call dog shelter and ask what to do,7.422,50.223,73.346,5,82,83,82,52,70,70,38,67,58,88,100,100,76,88,84,Leave the knife at security,Try to sneak it through,Mail it home if possible,Ask security how to get it back,Call someone to pick it up,8.087,45.816,54.779,6,82,100,100,45,24,26,53,98,89,100,100,100,72,100,89,,49,2,5,,5,6,1,4,6,5,2,3
