StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,S13-FR_4,S13-FR_5,S13-FR_6,S13-FR_7,S13-FR_8,S13FRtime_First Click,S13FRtime_Last Click,S13FRtime_Page Submit,S13FRtime_Click Count,S13A1_7,S13A1_8,S13A1_9,S13A2_7,S13A2_8,S13A2_9,S13A3_7,S13A3_8,S13A3_9,S13A4_7,S13A4_8,S13A4_9,S13A5_7,S13A5_8,S13A5_9,S14-FR_4,S14-FR_5,S14-FR_6,S14-FR_7,S14-FR_8,S14FRtime_First Click,S14FRtime_Last Click,S14FRtime_Page Submit,S14FRtime_Click Count,S14A1_4,S14A1_5,S14A1_6,S14A2_4,S14A2_5,S14A2_6,S14A3_4,S14A3_5,S14A3_6,S14A4_4,S14A4_5,S14A4_6,S14A5_4,S14A5_5,S14A5_6,S15-FR_4,S15-FR_5,S15-FR_6,S15-FR_7,S15-FR_8,S15FRtime_First Click,S15FRtime_Last Click,S15FRtime_Page Submit,S15FRtime_Click Count,S15A1_4,S15A1_5,S15A1_6,S15A2_4,S15A2_5,S15A2_6,S15A3_4,S15A3_5,S15A3_6,S15A4_4,S15A4_5,S15A4_6,S15A5_4,S15A5_5,S15A5_6,S16-FR_4,S16-FR_5,S16-FR_6,S16-FR_7,S16-FR_8,S16FRtime_First Click,S16FRtime_Last Click,S16FRtime_Page Submit,S16FRtime_Click Count,S16A1_4,S16A1_5,S16A1_6,S16A2_4,S16A2_5,S16A2_6,S16A3_4,S16A3_5,S16A3_6,S16A4_4,S16A4_5,S16A4_6,S16A5_4,S16A5_5,S16A5_6,S17-FR_4,S17-FR_5,S17-FR_6,S17-FR_7,S17-FR_8,S17FRtime_First Click,S17FRtime_Last Click,S17FRtime_Page Submit,S17FRtime_Click Count,S17A1_4,S17A1_5,S17A1_6,S17A2_4,S17A2_5,S17A2_6,S17A3_4,S17A3_5,S17A3_6,S17A4_4,S17A4_5,S17A4_6,S17A5_4,S17A5_5,S17A5_6,S18-FR_4,S18-FR_5,S18-FR_6,S18-FR_7,S18-FR_8,S18FRtime_First Click,S18FRtime_Last Click,S18FRtime_Page Submit,S18FRtime_Click Count,S18A1_4,S18A1_5,S18A1_6,S18A2_4,S18A2_5,S18A2_6,S18A3_4,S18A3_5,S18A3_6,S18A4_4,S18A4_5,S18A4_6,S18A5_4,S18A5_5,S18A5_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses
9/28/2020 12:32,9/28/2020 12:47,0,,100,926,1,9/28/2020 12:47,R_3qWewiMlDWLMZ0W,,,,,,,anonymous,EN,call taxi service,tell sister,tell groom,tell officiant,fumble and make it funny,12.718,45.59,64.231,5,100,100,100,51,100,61,100,100,100,52,100,52,81,100,82,talk with father about situation,call elderly services,get guardianship,look at fathers finances,get a larger apartment,29.635,86.778,97.715,5,91,100,100,92,100,100,50,100,100,100,100,100,60,100,92,conserve food,ration water,calm passengers,make sure everyone has lifejackets,create plan for evacuation,17.614,70.97,96.209,5,100,100,100,100,100,100,100,100,100,100,100,100,92,100,100,calm Todd,go where she can get phone service,ration water,climb down mountain and get help,scream for help,18.426,82.389,87.687,7,100,100,100,91,100,100,61,100,100,50,100,100,100,100,100,call a coworker to cover you,"write a note, leave on locked store door",leave voice message for boss,call friend to come and wait for boss,call 911 and ask for wellness check,9.191,160.47,161.04,12,100,100,100,61,100,62,100,100,100,40,100,8,71,100,83,stop and check on competitor,call 911,stay until help comes,try to arouse competitor,scream for help,10.483,56.192,67.816,6,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,68,2,5,,2,7
9/28/2020 12:36,9/28/2020 12:47,0,,100,667,1,9/28/2020 12:47,R_1mh0cTG4Jl5YPIq,,,,,,,anonymous,EN,find another ring,call the taxi to see if they'll come back,tell the groom the truth,buy a new ring,leave the wedding,11.855,11.855,67.569,1,50,54,34,97,100,100,73,96,90,6,97,50,21,1,1,move in with his dad,abandon his dad,move his dad in with him anyway,let another relative take care of him,go to social services,9.106,13.466,64.296,2,79,100,100,0,0,0,34,100,70,64,58,60,52,99,79,swim away,ration food,hoard the food for himself,give food to women and children first,put someone else in charge,14.969,14.969,82.738,1,0,0,0,72,85,94,37,0,15,54,52,80,22,19,1,leave Todd to go for help,cut his arm,break his arm,stay and wait for help,try to send an SOS,15.124,15.124,65.648,1,49,48,80,24,38,38,34,43,43,60,87,74,64,96,97,close up the store and go to court,leave without closing,call his boss again,quit,stay until his boss arrives,11.605,11.605,48.146,1,83,89,85,26,13,1,99,97,97,8,65,51,51,50,37,stop and help him,keep going ,call for help,try to wake him up,let someone else help him,9.233,9.233,72.155,1,90,100,100,52,0,0,95,100,100,51,97,100,51,2,1,,31,,1,,4,6
9/28/2020 12:25,9/28/2020 12:47,0,,100,1326,1,9/28/2020 12:47,R_3Kx9oTgfImhyfXe,,,,,,,anonymous,EN,call the taxi to have them come back,tell his sister he does not have the ring,pretend he did not lose the ring,offer to buy a new ring,offer to find the ring later,24.08,24.08,182.295,1,90,100,100,90,100,100,15,5,5,30,100,90,65,100,100,offer her father to stay with her,tell her father she cannot help him,look for inexpensive places for her father to stay,offer to live with the father and help him,find a family member who can help,18.881,18.881,99.597,1,30,100,80,5,5,5,75,100,95,60,100,80,50,85,80,ration the supplies,assure everyone they will be fine,try to call for faster help,look for passing ships to help,give food to some but not others,21.462,21.462,292.859,1,90,90,90,100,100,100,100,100,100,80,100,100,20,30,25,leave and look for help,walk around trying to get phone service,cut off Todd's arm,keep pulling at Todd,rest to save energy and try later,17.498,17.897,107.915,2,75,85,90,55,75,75,5,10,5,70,100,100,50,90,80,call a coworker to take over,call his court to see if it is ok if he is late,call someone who can contact Jeff,close the store down and leave,try to reschedule the court appointment,77.941,79.228,146.818,2,70,100,100,60,100,100,50,100,100,15,40,50,85,100,100,stop to check on the competitor,ignore the competitor,stop and wait for others to help,keep going and look for someone to tell about the competitor,finish the race and then tell about the competitor,17.654,53.752,137.496,2,85,100,100,20,5,20,50,100,90,50,70,75,25,20,20,,27,1,5,,5,3
9/28/2020 12:28,9/28/2020 12:48,0,,100,1160,1,9/28/2020 12:48,R_2rCmlSQ41hqZJA8,,,,,,,anonymous,EN,he should put himself together,he should trey to be positive,tell his sister what is going on,apologise to her,try to get hold of the taxi driver,17.171,88.282,97.089,17,91,84,92,86,77,93,95,84,97,97,86,93,97,86,94,he should try to think what his father is going through,he should try all his best to be there for his dad,he should to manage and accommodate his dad,he should try to keep a positive environment,he should also try to encourage his dad,22.528,148.924,149.654,14,88,96,95,84,94,88,95,89,96,92,96,89,93,83,93,he should keep himself positive,he should try to encourage the passengers to be calm,try to call the rescue team more often,instruct passenger to slowly eat their food ,he should try to encourage his team,27.011,133.449,157.088,9,87,81,95,93,87,96,96,89,94,95,87,98,95,89,94,she should try to move further away for service to call 911,she should try to get help,she should try to get water,she should try calming Todd down that everything will be ok,she should be more possitive,32.409,126.076,143.625,11,70,84,92,81,76,91,85,89,95,90,79,92,92,85,94,he should try to put himself together,Try to be calm,he should try to be more positive,he should keep trying to reach Jeff,he should ask someone else to fill in for him,22.109,152.348,167.729,8,86,80,91,76,87,82,79,91,82,93,87,93,88,74,89,she should first put herself together,have a calm mind,try to put herself first cause she needs to pay for her tuition,she should keep fighting till she wins,and have it in mind to apologies to her competitor,80.867,226.781,229.517,30,90,79,93,92,90,,50,51,54,76,87,92,76,89,83,,51,1,5,,7,6
9/28/2020 12:25,9/28/2020 12:48,0,,100,1375,1,9/28/2020 12:48,R_SVhRSKd7tmhxbGh,,,,,,,anonymous,EN,Quietly borrow a ring from someone,Explain what happened to everyone,Call the taxi service to find the ring,Pull the fire alarm to stop the ceremony,Fake an illness and leave,12.004,121.95,122.588,5,65,90,94,70,98,95,74,100,90,1,20,5,1,10,11,Get a 2nd job to afford a better place to live,Contact family to help,Contact state agency to help,Abandon his father,Make due in the apartment,4.874,97.906,98.695,3,71,100,88,85,94,99,79,91,96,20,1,4,49,83,72,Ration the food he has to keep everyone alive,Hoard food for himself and let everyone else struggle,Look into making fishing nets to get food,Divide the people into two groups and only feed one to survive,Kill some passengers and turn to cannibalism,17.524,212.932,213.723,6,99,97,99,30,5,25,40,98,65,4,3,7,1,0,1,Leave Todd and go for help,Try to climb to higher ground to get a cell signal,Look for water to sustain her rescue efforts,Try creating a wedge or lever to free Todd's arm,Saw Todd's arm off with a knife,21.038,140.259,141.708,3,65,85,95,75,90,93,40,90,75,60,98,95,1,50,5,Call another employee to come in,Call the court to see if he can be late,Lock up the store and leave,Leave the store without closing it,Call a friend to come and watch the store until the boss arrives,18.818,122.047,123.053,2,65,85,95,55,97,91,75,88,91,10,30,20,35,50,50,Stop to help the person for as long as it takes,Keep going and report the incident when she has a chance,Bring the unconscious person with her to the nearest aid station,Try to go and bring back help as quickly as possible,Smile knowing that's one less person in the way of her winning as she speeds on by,14.443,142.185,143.95,3,80,100,92,10,5,15,55,98,91,68,100,98,5,0,1,,48,1,5,,4,8
9/28/2020 12:32,9/28/2020 12:48,0,,100,975,1,9/28/2020 12:48,R_2AQYA9FJkVFzPUw,,,,,,,anonymous,EN,Inform everyone that the ring is missing and do nothing.,Borrow someone else's ring as a placekeeper for the ceremony.,Leave the ceremony without telling anyone.,Call the taxi to return the ring and start the ceremony late.,Pretend that the ring was stolen.,2.116,127.235,136.074,6,0,0,0,50,100,25,0,0,0,100,100,100,0,0,0,Ask his siblings or other family for help.,Take care of his father himself.,Ignore his father's needs.,Contact government authorities to take care of him.,Take on a second job/loan to cover retirement home expenses.,2.245,9.652,84.613,3,100,100,100,50,100,100,0,0,0,25,75,50,50,100,100,Delegate responsibilities to passengers to optimize their conditions.,Allocate rations to passengers in a round robin fashion.,Do nothing and hope for the best.,Allocate the supplies to those most in need.,Send out a search party for supplies help.,1.515,173.023,178.886,14,75,100,100,50,75,25,0,0,50,50,100,100,50,100,75,Leave and seek help from someone.,Try again to get Todd unstuck.,Cut off Todd's arm.,Stay with Todd until help arrives.,Search for water and come back.,2.619,75.013,81.646,10,50,100,100,100,100,100,0,0,0,50,100,100,50,100,100,Call his boss.,Leave a note on the door.,Call the court to inform them he will be late.,Call a coworker to cover.,Cancel the court appointment.,1.334,12.369,94.2,3,100,100,100,0,0,0,75,100,50,75,100,100,50,100,100,Stop and help her competitor.,Leave the competitor to try to win the race.,Notify someone else to come help.,Wait until someone else arrives and continue the race.,Carry the competitor with her.,1.601,2.689,50.883,2,50,100,100,50,0,0,100,50,50,50,100,50,0,100,0,,35,1,6,"Mixed (White, Asian)",4,6
9/28/2020 12:26,9/28/2020 12:49,0,,100,1375,1,9/28/2020 12:49,R_2s7on60dh2uMn4w,,,,,,,anonymous,EN,Daniel could call the taxi service to see if they have the ring.,Daniel could tell his sister that he lost the ring and they have to continue the ceremony without it.,Daniel could lie and tell his sister someone stole it.,Daniel could leave the ceremony out of embarassment.,Daniel could pretend that he didn't know he was responsible for the ring.,4.584,4.584,181.448,1,100,100,100,85,90,90,5,0,5,40,10,25,5,5,5,Andy could ask another relative to take care of his father.,Andy could reach out to social services to see if they can provide any assistance.,Andy could try to earn funding through friends and family to put his father into a retirement home.,Andy could take out a loan to afford the costs.,Andy could look for a cheaper place to live that can support both himself and his father.,15.498,15.498,117.379,1,90,100,100,40,90,75,30,65,40,15,50,30,65,90,76,Ahmed could ration the food to everyone until help arrives.,Ahmed could lie to everyone to prevent panic.,Ahmed could notify everyone about the situation.,Ahmed could give more food to passengers and less to the crew.,Ahmed could give more food to the crew and less to passengers.,4.791,123.782,125.209,6,100,90,95,60,25,60,30,70,50,65,65,50,40,35,30,Eva could leave the scene to look for service to call 911.,"Eva could continue to help Todd, risking her health.","Eva could leave Todd, and not look for help.","Eva could look for fresh water, then come back and continue trying to free him.",Eva could look for a hard object to chip away at the rock.,5.342,183.03,207.392,7,80,95,90,55,95,70,1,0,0,30,45,10,35,55,15,Jeff could ask another coworker to come in and take over.,Jeff could close the store and leave.,"Jeff could call the court and lie, saying an extenuating circumstance has occurred.",Jeff could quit his job out of frustration.,"Jeff could continue working until his boss arrives, risking missing the appointment or being late.",19.181,103.221,144.051,4,75,80,91,15,20,10,10,5,10,5,5,5,60,50,50,"Shania could stop her sled and assess the situation, leaving the race.","Shania could stop her sled, call for help, and then continue the race.",Shania could continue on without doing anything.,Shania could pretend she didn't see her competitor.,"Shania could help the competitor, and then demand the race be rescheduled.",19.642,45.458,129.046,3,60,100,75,50,55,50,30,10,20,10,5,10,30,35,35,,20,1,2,,4,4
9/28/2020 12:30,9/28/2020 12:49,0,,100,1143,1,9/28/2020 12:49,R_sOsnqPVFZKojspb,,,,,,,anonymous,EN,Tell his sister he left the ring in the taxi. ,Leave the ceremony and avoid his sister. ,Lie and tell his sister the ring was stolen from him.,Tell his sister he won't provide the ring because he disapproves of the marriage. ,Fake sick to stop the wedding and get it postponed. ,2.412,91.318,109.308,9,60,100,55,5,0,0,25,0,5,0,0,0,0,0,0,Try to find someone else who will allow his father to live with them.,"Nothing, and just let his father live without properly taking care of himself.",Try to find a woman who finds his father attractive who will take care of him at his father's home.,Try to find a woman who has a mental disorder that makes taking care of old men appealing to them to live with his father and take care of him.,Scratch a lottery ticket to make more money to afford to put his father in a retirement home. ,7.041,151.645,171.235,5,89,80,50,5,0,8,5,8,0,0,5,0,0,100,5,Tell the passengers the supplies are limited and they need to make it a week. ,Lock up the supplies and hand them out himself. ,Lie to the passengers and say help is going to arrive sooner than it really will. ,Jump off the ship. ,Lock himself in a room and hide from the passengers. ,23.117,108.688,117.013,9,89,100,100,50,100,70,18,5,5,5,0,0,0,0,0,"Save her urine in a water bottle, if she has one (Better Call Saul idea)","Encourage Todd to save his urine in a water bottle, if he has one. ",Scream for help,Try to walk somewhere and find help,Consider cutting Todd's arm off,19.447,66.702,113.668,10,8,100,5,8,100,5,80,100,89,80,100,95,5,50,50,Blow off work.,Blow off the court appointment. ,Find someone else to take over his shift. ,"Leave a note at work explaining the situation to his boss, and going to the court appointment.",Contact the court and try to get the date rescheduled. ,1.572,118.487,139.092,8,25,50,50,25,35,50,55,100,50,50,100,100,50,100,50,Stop and help him.,Ignore him and keep going.,"If she has a phone, call for help, then keep going.","Wait for another competitor to arrive, then leave if they help him.",Bring him with her the rest of the race. ,8.084,62.198,90.003,7,70,100,70,30,0,30,50,45,50,12,25,35,14,50,12,,35,1,5,,5,4
9/28/2020 12:38,9/28/2020 12:49,0,,100,664,1,9/28/2020 12:49,R_2YfRqPtPvQ6Gpme,,,,,,,anonymous,EN,Run away,Lie and say someone else had it,Go buy another one,Tell the truth,Call the taxi,5.211,5.211,41.272,1,5,0,0,21,0,4,0,100,0,90,100,100,100,100,100,Take his father in anyway.,Go live him his dad. ,Get a second job,Ask someone to take care of his dad,abandon his dad,7.448,7.448,39.069,1,91,100,100,87,100,100,57,100,51,18,85,12,0,0,0,say nothing,tell the truth,tell them to remain calm,lie to them and say they'll be rescued soon,eat people,0.761,12.349,46.984,4,25,0,46,100,100,100,99,100,100,73,35,73,0,0,0,Keep trying to help,go get help,just abandon him,take a nap,"go get water, then come back",34.546,40.25,70.276,2,100,100,100,100,100,100,0,0,0,0,0,0,91,100,100,keep working,go home,keep calling the boss,call another worker,close the store,0.882,0.882,52.62,1,86,100,100,26,17,10,100,100,100,100,100,100,54,100,72,stop and help,keep going,pick up the girl and keep going,call someone for help,bury her so she can't catch up,6.358,6.358,42.837,1,100,100,100,76,26,67,85,100,85,94,100,100,0,0,0,,28,1,5,,3,7
9/28/2020 12:26,9/28/2020 12:49,0,,100,1408,1,9/28/2020 12:49,R_3kvSZnVByndkw2x,,,,,,,anonymous,EN,Immediately let the couple know what happened,Pretend nothing is wrong,Get to a phone and call the cab company,Sneak off and avoid his sister in the future,Claim that he was robbed,10.989,10.989,90.827,1,61,100,62,15,10,22,70,82,92,5,2,9,19,3,35,Move to a larger apartment and apply for eldercare assistance,Move in with his father,Ask for state assistance moving his father into assisted living,Request help from a non-profit in getting his father care,Get a second job and move into a place that can accommodate two people,2.394,340.127,343.319,2,51,70,70,40,60,50,66,91,79,19,82,31,50,79,40,ration food carefully and tell people they will be rescued soon,Set a working schedule for passengers to fish for more food,Let the passengers know the situation and let them decide what to do,Hoard enough food for himself and leave the rest to fend for themselves,"Apportion food to passengers, more to the weaker people and less to the stronger people",84.224,107.462,271.564,2,81,92,92,20,82,20,13,8,23,19,4,30,25,70,59,stay with todd and hope someone comes by to help,leave todd and go look for a better cell signal,leave todd and go look for help,find higher ground and hope for a cell signal,give up on todd and go home,2.319,2.319,111.957,1,19,40,19,92,93,95,19,70,9,80,93,99,2,1,1,close the store,miss his appointment,try to schedule his appointment for later in the day,ask a friend to stand in for him at the store,"quit his job, leave a note for his boss and go to his appointment",19.339,19.339,77.981,1,9,50,7,81,40,96,91,72,97,5,5,2,8,50,18,Stay with her competitor until help arrives,Ignore her competitor and continue racing,Try to warm her competitor through body heat,Help him to her sled,Leave him there,19.511,19.511,104.369,1,30,47,67,38,25,48,33,57,47,27,55,43,35,51,70,,49,1,5,,4,7
9/28/2020 12:29,9/28/2020 12:50,0,,100,1238,1,9/28/2020 12:50,R_sFpyR8Uj0yBjiSt,,,,,,,anonymous,EN,Tell the truth,Replace the ring with a fake,Call the taxi company,Buy a replacement,Sabotage the wedding to stop it.  ,9.998,9.998,43.087,1,100,100,100,15,0,0,100,100,100,50,80,81,0,0,0,Sell apartment and move into his parents's place,Kill his father,Abandon his father to the state,Rob a bank to pay for a retirement home,Marry a wealthy person,9.123,9.123,87.808,1,80,100,100,0,0,0,30,30,0,0,0,0,0,100,20,He could order food rationing,He could throw extra people overboard,He could kill people for food,He could tell people to keep calm because  a person can survive without food for over a week.,He could have people start fishing to increase their food supply. ,0.99,79.896,258.257,2,100,100,100,15,0,0,0,0,0,60,100,87,20,100,70,Abandon Todd,Cut Todd's arm off. ,Kill Todd.,Leave to get help with the intention to come back for Todd.,Find a place to take shelter until it's cooler and come back for Todd. ,3.349,6.133,103.71,3,20,0,50,10,90,10,0,0,0,50,70,100,30,50,85,Skip the court appointment,Abandon the store,Call the police and report his boss missing.,Call the court and inform them that he can't make it.,Ask someone to cover for him. ,9.461,11.701,63.776,3,91,100,100,50,30,75,20,50,0,50,100,100,50,60,91,She could stop and render aid. ,She could call for help using a phone if she has a signal.  ,She could ignore it and keep going (but she should not),She could radio the race officials and inform them of this.  ,She could check the other racer's vital signs. ,39.784,40.671,327.902,2,100,100,100,80,100,100,5,0,0,100,100,100,80,100,80,,38,1,5,,4,8
9/28/2020 12:36,9/28/2020 12:51,0,,100,927,1,9/28/2020 12:51,R_2xM32D4izjYC261,,,,,,,anonymous,EN,Leave the wedding to try and find the ring.,Step outside and call the taxi company.,Stay at the wedding and do nothing.,Leave the wedding to never be heard from again.,Explain the situation and hope the bride and groom understand.,15.516,15.516,70.808,1,89,95,68,79,50,57,44,6,28,6,1,1,87,38,45,Move his father in anyway.,Get a second job to support the retirement home.,Ask relative for help.,Ask the general public for help through crowd funding.,Do nothing and let his father figure it out himself.,16.186,46.259,78.381,2,70,75,76,89,93,76,91,100,80,59,82,42,7,2,14,Come up with a food rasioning plan.,Withgo food for himself so his crew can eat.,Come up with a action plan.,explain to everyone the situation and ask if anyone would like to sacrafice themselves.,Personly select people to survive so that not everyone dies.,35.906,35.906,110.594,1,92,79,95,73,98,82,100,100,100,11,46,5,4,2,2,Leave him there to die.,Leave and go to the nearest town to get help.,Try to find someone else near by.,Cut his arm off to free him.,Try to find a place with service for her phone and call for help.,25.048,25.048,76.523,1,8,2,3,64,55,55,69,72,70,5,43,24,89,100,87,Jeff could lock up the store and go to court.,Jeff could call the court and explain his situation.,Jeff could stay at work and miss court.,Jeff could leave the store unlock and unattended and go to court.,Jeff could call another employee to come in.,18.571,18.571,86.643,1,60,80,51,44,90,55,96,50,63,9,5,5,99,100,94,I believe she could leave them there.,I believe that she could take there dogs to help her.,I believe that she could stay behind with them to make sure they are ok .,I believe she could load them up onto her sled and take them to safty.,I believe that she could take all of there gear and leave them and their dogs there.,20.364,64.016,97.659,3,20,4,37,45,3,36,70,93,80,92,100,89,9,3,12,,31,1,5,,2,9
9/28/2020 12:45,9/28/2020 12:51,0,,100,367,1,9/28/2020 12:51,R_1g7mgT5JrKKeRhv,,,,,,,anonymous,EN,Call the taxi company.,Come up with a new ring,Leave the ceremony,Pretend to not know what is going on.,Sneak out without being noticed,10.051,35.242,37.815,2,88,100,100,79,91,87,34,15,17,15,0,0,15,0,0,Get a bigger apartment.,Call on siblings to take care of his father,Call on relatives to take his father in,Apply for government assistance,Abandon his father to fend for himself.,1.069,1.069,29.475,1,87,100,100,61,86,86,60,79,80,97,93,91,20,0,0,Ration the food.,Remain calm.,Remain in your cabins.,Don't go into the sun so you don't sweat.,Don't do much so you don't get hungry.,1.316,1.316,28.648,1,93,100,100,100,100,100,94,95,95,95,94,95,96,92,92,Leave Todd and go for help,Cut Todd's arm off to free him,Drink some water,Go back to make a call,Stay and wait for Tom to die.,6.093,6.093,33.536,1,82,100,100,48,58,61,100,100,100,87,100,100,10,0,0,Lock up and leave.,Keep calling his boss,Leave without calling,Leave without locking up,Stay even though he'll be late.,1.216,1.216,22.952,1,92,92,95,84,100,100,73,59,59,55,24,25,54,93,92,Stop and help the competitor,Keep going and win the race,Keep going but radio for help,Keep going and do nothing,Keep going and tell someone at the end of the race what she saw,1.109,1.109,32.548,1,79,100,100,96,17,51,82,90,87,64,16,15,70,31,15,,28,2,2,,4,9
9/28/2020 12:41,9/28/2020 12:52,0,,100,624,1,9/28/2020 12:52,R_3hgoofsWN56NvGz,,,,,,,anonymous,EN,Pretend to give the rings despite them not being there,Ask someone to borrow theirs,steal someone elses,Confess outloud,Leave and call taxi company,18.266,45.506,78.887,2,83,99,89,50,97,52,5,0,1,13,87,6,15,19,6,Get a loan,Move in with his Father,Ask for help from friends/family,Move his father in with him anyway,Hire a caretaker. ,1.379,1.379,52.074,1,49,92,91,92,100,95,75,100,90,53,91,53,88,100,99,Get rid of crew members by throwing them overboard,Eat crewmembers,Very small meals,Find a way to fish for food,Keep all food for himself,1.972,33.459,78.143,4,8,0,4,1,0,0,88,87,94,100,100,100,8,3,6,Leave and go get help,Cut his arm off,Leave him to die,Go find water,Scream for help,14.188,47.661,66.753,3,100,100,100,17,100,51,0,0,0,50,97,71,83,76,31,Leave anyway,Go to court and leave a note,Call another worker to cover,Leave his boss a nasty voicemail,Miss court,2.632,2.632,55.532,1,20,28,20,10,23,21,100,99,100,2,2,0,20,51,51,Stop and help,Keep on going,Continue on and let someone know as soon as possible,Run him over,Steal his dogs,12.563,12.563,57.121,1,94,100,100,39,40,50,70,73,83,0,0,0,0,0,0,,33,1,3,,5,6
9/28/2020 12:42,9/28/2020 12:53,0,,100,639,1,9/28/2020 12:53,R_2dSW4y7nlw5rAnj,,,,,,,anonymous,EN,inform his sister,inform the officiant,pretend the ring is present by going through the motions,quietly explain when he brings the ring forward,excuse himself and call the taxi company,1.116,1.508,79.159,2,51,100,45,61,85,45,75,66,25,80,76,60,50,75,40,contact social services,contact family members,start a GoFundMe page,look for a larger apartment,move to a lower cost of living area,1.976,1.976,41.722,1,60,100,100,85,100,100,50,70,75,60,100,100,10,100,40,ration food supply,look for ways to increase food supply,reassure the passengers,reassure the crew,secure the food supply,7.027,36.894,52.037,3,100,100,100,100,100,100,100,94,100,100,95,100,77,90,85,create shade,make a signal fire,yell for help,reduce activity,monitor phone for signal,2.41,48.098,53.465,3,80,100,100,50,95,100,80,100,100,100,90,100,100,100,100,wait for his boss to respond,wait for his boss to show up,close the store and leave to attend the appointment,call another coworker to cover his shift,call his boss again,6.547,34.416,69.085,2,80,100,90,75,70,100,80,85,60,85,100,100,100,100,100,continue the race,stop to check on the unconscious person,call for help,continue until someone can be contacted for help,wait beside the unconscious person until help arrives,1.758,51.869,66.337,2,5,0,0,94,100,100,92,100,100,64,72,100,51,90,90,,34,2,5,,4,9
9/28/2020 12:32,9/28/2020 12:53,0,,100,1304,1,9/28/2020 12:53,R_3kvxElkeDavQ04g,,,,,,,anonymous,EN,Slip out the door when no one is looking so he doesn't have to deal with the situation.,"Ask a wedding guest if he can borrow their ring, while promising to return it. Use the borrowed ring in the ceremony so everything looks normal.",Pretend that everything is okay and carry out the ceremony while miming the presence of a ring that isn't actually there.,"Hurriedly call the taxi company and beg them to bring the ring as soon as possible. In the meantime, ask the person in charge of the ceremony to draw out and delay things as much as possible.",Set off the fire alarm so that everyone will leave the building and delay the ceremony.,1.519,39.833,179.066,2,2,0,15,60,90,50,5,10,0,25,70,80,20,20,27,Move to a larger apartment so he can live with his father,Buy a bunk bed so his father can fit into his tiny apartment with him,Completely ignore the problem and let his father figure things out on his own,Contact social service agencies to find financial help for putting his father in a retirement home.,"Leave his father living where he is, but visit him as often as possible and hire someone to come by once or twice a day and help out.",5.651,88.097,105.402,5,30,100,67,3,100,2,0,0,2,20,95,50,45,65,89,"Take charge of the situation and ration the food, giving more to those who need it most and less to those who need it less.","Call all the passengers and crew to a meeting, explain the situation, and have them choose their own leadership to handle rationing and distributing food.",Quickly improvise fishing nets from the supplies on the boat and ask the passengers and crew to fish for food.,"Hoard large amounts of food for himself, then lock himself in his cabin and let the passengers and crew fend for themselves.",Jump into the ocean and drown himself due to his despair at the situation.,9.743,10.372,161.095,2,60,100,81,50,100,95,25,60,50,6,0,30,5,5,40,"Leave Todd, hurry quickly to a place with service, and call 911 there",Stay with Todd but cover him to shade him and then move herself to the closest area of shade,Sit with Todd in the sun and pray for help to arrive,Leave Todd all her food and water and then hurry as fast as she can to a place where she can get help.,Cut off Todd's arm with her pocketknife to free him.,9.56,9.56,101.559,1,50,95,90,27,60,85,15,5,60,85,95,90,0,15,0,Call the court and beg to reschedule the appointment.,"Lock up the store, put a ""closed"" sign on the door, and go to the court appointment.",Continue to work at the store until his boss shows up and arrive at the court appointment late.,Call a friend who lives nearby and beg him or her to take over at the store while Jeff is gone.,"Purposely flood the store, then close it and leave a note to his boss explaining that he had to close the store due to the flood.",10.665,129.492,172.435,18,70,95,50,50,95,100,45,90,55,40,50,40,5,0,5,Stop her sled and help the competitor,Call 911 and then keep going,Pretend she didn't see anything and keep going,"Wait until someone else arrives, ask them to take care of the person or contact an ambulance, and then continue racing",Say a quick prayer for her competitor and then continue racing,13.171,72.352,86.136,3,55,100,60,35,60,90,35,0,55,40,90,90,5,2,20,,35,2,5,,6,5
9/28/2020 12:48,9/28/2020 12:54,0,,100,378,1,9/28/2020 12:54,R_3lGmNguMPS80R4N,,,,,,,anonymous,EN,stall,ask the taxi driver if it's in the car still,ask someone if they can stall,delay the event,lie,1.672,1.672,32.624,1,100,100,100,100,100,100,100,100,100,91,91,91,37,32,27,Apply for welfare,call a relative,cry,ask for help,beg for help,2.123,2.123,28.465,1,94,100,100,75,100,100,100,100,100,100,100,100,100,91,81,tell them to ration,sleep as much as possible,wait for help,distract with games,conserve energy,1.164,1.164,34.682,1,100,100,100,100,100,100,100,100,100,58,57,57,100,100,100,Travel out to get service before returning,piss in a bottle and give it to him to drink,leave for help,mark the location and leave ,leave him to die,1.301,1.301,54.84,1,100,100,100,100,100,100,99,100,100,99,100,100,2,1,1,call him,ask is he is okay,call off the meeting,send out an emergency notice,continue the meeting,11.727,11.727,33.231,1,99,100,100,100,100,100,100,100,100,100,100,100,5,2,1,help the man,call 911,get off her sled,stop the race,continue to the finish,1.154,25.904,26.29,2,100,100,100,100,100,100,100,100,99,100,100,100,7,0,1,,24,1,5,,5,5
