StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,S1-FR_4,S1-FR_5,S1-FR_6,S1-FR_7,S1-FR_8,S1FRtime_First Click,S1FRtime_Last Click,S1FRtime_Page Submit,S1FRtime_Click Count,S1A1_4,S1A1_5,S1A1_6,S1A2_4,S1A2_5,S1A2_6,S1A3_4,S1A3_5,S1A3_6,S1A4_4,S1A4_5,S1A4_6,S1A5_4,S1A5_5,S1A5_6,S2-FR_4,S2-FR_5,S2-FR_6,S2-FR_7,S2-FR_8,S2FRtime_First Click,S2FRtime_Last Click,S2FRtime_Page Submit,S2FRtime_Click Count,S2A1_4,S2A1_5,S2A1_6,S2A2_4,S2A2_5,S2A2_6,S2A3_4,S2A3_5,S2A3_6,S2A4_4,S2A4_5,S2A4_6,S2A5_4,S2A5_5,S2A5_6,S3-FR_4,S3-FR_5,S3-FR_6,S3-FR_7,S3-FR_8,S3FRtime_First Click,S3FRtime_Last Click,S3FRtime_Page Submit,S3FRtime_Click Count,S3A1_4,S3A1_5,S3A1_6,S3A2_4,S3A2_5,S3A2_6,S3A3_4,S3A3_5,S3A3_6,S3A4_4,S3A4_5,S3A4_6,S3A5_4,S3A5_5,S3A5_6,S4-FR_4,S4-FR_5,S4-FR_6,S4-FR_7,S4-FR_8,S4FRtime_First Click,S4FRtime_Last Click,S4FRtime_Page Submit,S4FRtime_Click Count,S4A1_4,S4A1_5,S4A1_6,S4A2_4,S4A2_5,S4A2_6,S4A3_4,S4A3_5,S4A3_6,S4A4_4,S4A4_5,S4A4_6,S4A5_4,S4A5_5,S4A5_6,S5-FR_4,S5-FR_5,S5-FR_6,S5-FR_7,S5-FR_8,S5FRtime_First Click,S5FRtime_Last Click,S5FRtime_Page Submit,S5FRtime_Click Count,S5A1_4,S5A1_5,S5A1_6,S5A2_4,S5A2_5,S5A2_6,S5A3_4,S5A3_5,S5A3_6,S5A4_4,S5A4_5,S5A4_6,S5A5_4,S5A5_5,S5A5_6,S6-FR_4,S6-FR_5,S6-FR_6,S6-FR_7,S6-FR_8,S6FRtime_First Click,S6FRtime_Last Click,S6FRtime_Page Submit,S6FRtime_Click Count,S6A1_4,S6A1_5,S6A1_6,S6A2_4,S6A2_5,S6A2_6,S6A3_4,S6A3_5,S6A3_6,S6A4_4,S6A4_5,S6A4_6,S6A5_4,S6A5_5,S6A5_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,FL_11_DO_Scenario1,FL_11_DO_Scenario2,FL_11_DO_Scenario3,FL_11_DO_Scenario4,FL_11_DO_Scenario5,FL_11_DO_Scenario6
8/21/2020 12:23,8/21/2020 12:37,0,,100,810,1,8/21/2020 12:37,R_238ZntzCPGRJZtr,,,,,,,anonymous,EN,Fundraise,Ask family,Go into debt,Ignore it,Get government help,8.919,8.919,45.928,1,80,100,100,71,100,91,100,100,100,10,10,10,70,90,100,Get a taxi,Get an uber,Call a friend,Get the car towed,Miss the flight,54.032,54.032,111.084,1,90,100,90,100,100,100,90,100,100,85,100,100,70,100,100,Ask other workers,Put his own money in,Call the manager,Make the employee's work overtime,Ignore it,0.994,0.994,52.973,1,100,100,100,40,100,50,100,100,100,70,50,50,20,20,40,Go back and get her phone,Tell a worker to tell her friend,Go home,Pay for a new membership,Grab lunch instead,1.024,1.024,82.254,1,90,100,100,100,100,100,70,60,60,85,100,100,50,50,60,Tell the teacher what happened,Call her mom,Don't turn anything in,Ask for help from other students,Talk to the principal,8.427,8.427,71.429,1,100,100,100,100,100,100,50,50,70,80,100,100,100,100,100,Build a fire,Eat berries,Build an SOS with rocks,Hunt,Look to the stars to find the way back,1.854,1.854,126.1,1,100,100,100,90,100,100,100,100,100,80,75,80,100,100,100,,32,1,2,,5,5,5,1,4,3,6,2
8/21/2020 12:24,8/21/2020 12:37,0,,100,794,1,8/21/2020 12:37,R_sdOEIaqvwbaizvP,,,,,,,anonymous,EN,ask relatives and friends to borrow money,take on another job to earn more money,steal the prescription medicine,pay for the medicine with credit,take out a loan to pay for the medicine,17.067,17.067,49.02,1,95,100,100,80,100,100,15,10,0,95,100,100,75,100,100,call a friend to pick him up and take him to the airport,leave his car and hitchhike to the airport,call for a tow truck to take him and his car to the airport,leave the car and walk to the airport,take a bus to the airport,1.3,1.3,49.97,1,95,100,100,10,50,10,90,100,100,10,50,10,10,60,10,take money out of his own wallet to make up the balance,explain to the manager and allow the manager to punish the entire staff,ask the staff about what happened and see who was responsible. Make the one responsible pay the difference,ask for donations from the entire staff to cover the difference so no one has to work overtime,steal money from the tip jar to help make up the difference,1.225,1.225,84.346,1,85,90,100,75,100,100,80,100,100,65,90,100,50,0,70,renew her membership,leave a message at the gym front desk for her friend,have the gym page her friend on the intercom,borrow a phone from someone nearby,borrow the gym's phone to call her friend,11.619,11.619,48.273,1,92,100,100,85,100,100,80,100,100,85,100,100,95,100,100,speak to the teacher and explain what happened. ask if she could turn it in the next day or the end of the day.,call her mom to bring the assignment,ask to leave school to go home and get the assignment,not turn in the assignment and get a failing grade,cry and do nothing,4.408,4.408,74.708,1,100,100,100,75,100,100,55,100,100,20,100,20,10,100,10,stay put and wait for the rescue crew,make a large SOS sign for the rescue crew,start hiking towards water and look for food,leave his friends and go look for help,start a fire to keep warm,0.99,0.99,141.413,1,90,100,100,85,100,100,95,100,100,50,95,85,100,100,100,,36,2,3,,5,5,1,4,5,2,3,6
8/21/2020 12:20,8/21/2020 12:38,0,,100,1105,1,8/21/2020 12:38,R_6Ab0Jg9M4tM2I1P,,,,,,,anonymous,EN,rob a pharmacy,not get the medication,apply for prescription benefits,nothing,ask dr for different med,21.952,21.952,70.254,1,51,36,80,75,47,67,63,81,21,40,11,61,60,35,62,call his wife or a friend for a ride,call a tow,panic,walk home,flag down a stranger to take him home,0,0,61.972,0,88,100,77,91,100,79,46,93,85,36,65,42,21,55,16,Make everyonw work harder to make it up,call the store manager and ask what to do,fire the employee working the register,do nothing and take the blame,educate employees on handling money,0,0,129.228,0,71,78,62,74,95,93,53,43,51,31,100,56,92,77,88,buy a membership,go back without telling her friend,ask a stranger for their phone,bribe the front desk for a trial membership,leave a mesage with the ffront desk,52.723,97.162,128.58,3,88,100,89,76,75,82,36,100,83,12,5,25,58,79,65,tell the teacher what happened,lie and say she lost it,do it really quick and be late to clas,copy a friend's homework really quick,skip class,46.485,46.485,211.047,1,87,100,79,12,20,31,46,39,64,60,18,41,51,66,40,hunker down and find a place to stay,look for food,call the rescuers,go searching for a source of water,make weapons or traps for food,24.653,24.653,192.25,1,86,100,100,49,100,68,75,100,69,58,100,91,31,100,75,,39,1,5,,5,5,6,3,1,4,5,2
8/21/2020 12:30,8/21/2020 12:39,0,,100,531,1,8/21/2020 12:39,R_2rTQPH56knoJvXZ,,,,,,,anonymous,EN,Start a gofundme,Ask family members in person,Buy cheaper stuff from Mexico,Rob a bank for money,Let his wife suffer,6.604,6.626,46.74,2,80,100,0,100,100,100,60,100,75,0,0,0,0,0,25,Give up on the trip,Call a friend for a ride,Call a tow truck,Get an Uber,See if he can move the flight back,1.035,29.771,40.224,4,20,100,70,90,100,100,100,100,100,70,100,100,40,100,100,Make up for it with his own money,Lie and say it was someone else fault,Call the manager and see what to do,Check security footage,Ask the other employees to see what happened,5.387,5.387,48.494,1,0,30,0,9,0,10,80,100,90,100,100,100,100,100,100,Wait for her friend to tell her,See if she can reapply,Get staff to let her friend know,Rush back to get the phone and text her,Just say she forgot,16.636,24.693,56.64,3,100,100,100,100,100,100,70,100,100,50,100,100,10,0,45,Tell a lie about why it's missing,Tell the truth about how it's missing,Skip class,Try to complete it before it's asked for,Take the punishment for it,5.646,5.646,44.278,1,20,0,80,90,100,100,10,0,30,35,100,90,60,100,100,Light a fire,Use the fire to make smoke so people can find him,Use the fire to melt water to drink,Forage for things he thinks are edible,Build shelter,1.271,1.271,48.219,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,29,1,5,,5,5,6,2,5,4,3,1
8/21/2020 12:29,8/21/2020 12:41,0,,100,719,1,8/21/2020 12:41,R_2tFfHo8On5VFMYE,,,,,,,anonymous,EN,Take a loan,Fundraise,Borrow money from a family member,Borrow money from a friend,Not get the treatment,6.254,6.254,45.937,1,70,100,80,55,80,70,50,30,75,40,20,40,5,0,0,Call an Uber,Ask a friend/family member for a ride,Call a taxi,Hitch hike,Walk,13.229,13.229,46.99,1,60,100,80,100,100,100,50,80,90,5,10,10,3,70,3,Add the money from his wallet,Lie and say it's balanced,Leave and not tell anyone,Tell his manager,Blame it on someone else,10.87,10.87,60.631,1,20,60,15,30,10,50,40,20,60,80,100,85,15,5,10,Borrow someone's phone,Ask to be let in and speak to her friend,Renew the membership,Leave and go back to work,Sneak in anyway,10.284,10.284,57.588,1,25,60,40,60,50,30,90,100,100,30,25,50,15,20,15,Apologize and bring it tomorrow,Ditch class,Feign an illness to leave school,Steal someone else's,Ask her mom to bring it to school,9.405,59.001,59.632,2,70,100,80,20,10,50,30,20,40,5,0,5,40,35,35,Start a fire,Keep hiking,Hunt for food,Find a stream,Ditch his friends and go out alone,8.124,8.124,44.963,1,90,100,100,75,100,100,65,50,45,70,100,100,30,10,20,,18,2,5,,2,4,3,1,2,5,4,6
8/21/2020 12:27,8/21/2020 12:41,0,,100,856,1,8/21/2020 12:41,R_0ARspyKG8bW0GiJ,,,,,,,anonymous,EN,ask the doctor for generic cheaper version,call the pharmaceutical company and ask for financial assistance,call insurance for help cover,borrow money from other family,ask doctor for alternative treatment,13.255,13.255,95.364,1,94,94,95,93,93,94,91,93,96,64,55,31,79,90,94,call aaa for a tow,call a friend to pick him up and get car towed somewhere,cancel flight,look for a later flight,miss trip,3.715,3.715,104.266,1,92,97,91,86,93,93,45,81,50,82,83,86,53,48,31,reconcile transactions to see where the money is missing,inquire with other employees,redo calculations,look through security camera for any incidences,tell the manager,15.535,15.535,104.439,1,93,93,93,88,90,96,93,91,97,74,79,74,64,78,54,ask a gym worker to look for her friend,ask the gym to use their phone,renew her membership using existing payment info,go back to office and call,ask the gym to let her in to find her friend,39.571,39.571,100.08,1,92,84,46,93,93,90,92,92,92,50,72,76,80,66,62,call mom to bring it to school,tell teacher what happened,go back home and find it,take a hit,dont show up to class,25.037,25.037,79.179,1,83,91,95,59,73,46,65,92,67,47,41,39,49,39,44,start a fire,huddle together to keep warm,find resources in the wilderness,find a cave,pray for fast rescue,21.521,21.521,96.481,1,77,97,84,93,97,97,83,89,69,64,95,35,87,93,97,,46,2,3,,5,8,2,3,4,1,6,5
8/21/2020 12:23,8/21/2020 12:41,0,,100,1115,1,8/21/2020 12:41,R_3nBF65kxJlMmRqD,,,,,,,anonymous,EN,Try to find alternative therapy ,Ask for help from a church ,Not take medicine ,Try to start a fundraiser,Sell items to pay for it,1.473,362.966,368.206,11,100,100,100,100,100,100,52,51,52,20,100,57,99,96,80,Call a tow,Call family to see if they can handle the car and tow and take him to airport,Miss flight,Reschedule flight,Ask for help from a driver,1.443,50.347,59.625,8,97,97,96,98,96,95,95,89,94,97,99,95,96,94,95,Put money in himself,Let it be unbalanced ,Tell someone,Ask everyo To put money in to balance it,Check cameras,3.824,90.126,93.074,12,90,90,90,88,85,85,94,97,93,97,94,93,98,95,94,Renew membership ,Borrow a phone ,Pay for day pass,See if she has a bring a friend for a day thing,Find a payphone,5.021,185.571,185.93,18,100,100,100,97,100,98,100,99,100,100,92,98,25,95,58,Tell teacher the truth,Call mom,Redo homework ,Ask for extension and ask her to call mom,See if mom can fax or email ,2.057,27.058,33.5,6,95,97,98,98,95,97,95,94,91,97,92,95,98,99,99,Wait for rescue,Flare gun,Radio someone,Build a fire,Hunt for food,1.617,38.701,42.844,12,86,88,88,97,97,95,95,100,97,98,100,97,98,98,97,,30,2,5,,4,9,1,3,5,2,6,4
8/21/2020 12:26,8/21/2020 12:42,0,,100,998,1,8/21/2020 12:42,R_1gebhifV9m81GVQ,,,,,,,anonymous,EN,Ask family for help,Start a go fund me page,Ask a friend for help,Appeal with insurance,Ask a local clinic for help,19.754,67.71,76.584,7,100,100,100,50,97,89,23,82,74,100,100,100,28,96,99,Call a family member,Call a friend,try to get an Uber ride,Call for an taxi,Call for a tow truck to take his car home after he gets in the cab,24.8,127.747,130.409,21,100,100,100,92,99,97,99,99,100,80,100,100,60,100,98,Contact all who worked with the register and ask about any mistakes made,Check any cameras filming register,Contact his manager and tell them the problem,Offer to replace the money since he was in charge,Offer to work extra to pay the money back but request the manager investigate,36.511,117.716,153.534,7,100,100,100,100,100,100,100,99,100,71,100,94,71,100,97,Renew her membership,or wait for her friend and tell he she cant play because she doesn't want to renew her membership,wait for her friend and play with renewed membership,go back to office and call her friend and tell her the situation,build a racquetball court in the parking lot of the gym and play with her friend out there.,46.278,188.3,193.404,11,100,100,100,51,100,70,100,100,100,80,99,100,9,100,4,Tell the teacher the situation,bring it in the next day with a note,redo it quickly ,do not turn in anything ,contact her mom to see if she can bring it in,19.078,58.921,69.053,5,100,100,100,100,100,100,50,35,62,52,91,76,100,99,99,Stop hiking to and start a camp.,Find camp near water,Start a fire,Build a shelter,Make a large sos sign in a clearing,20.685,77.457,93.316,5,100,100,100,100,100,100,100,100,100,100,100,100,100,99,99,,43,1,5,,5,6,2,1,4,5,6,3
8/21/2020 12:17,8/21/2020 12:43,0,,100,1565,1,8/21/2020 12:43,R_DCuSoBn50jdKor7,,,,,,,anonymous,EN,set up a crowdsource donation campaign online,ask friends and family for help,meet with social worker and see if they can help,ask their church community for help if they are religious,write a bad check to pay for the medication,27.619,140.228,170.845,5,80,100,85,100,100,100,90,100,90,85,100,75,15,0,10,call the airline and see if he can reschedule his flight,flag down a taxi,call for ridesharing through the phone or app,ask him friend for a ride,don't worry about and just try to get there when he get there,9.048,177.193,181.495,7,100,100,100,75,95,90,75,100,80,90,100,85,35,80,25,pay the money out of his own pocket,fix the book so it appear balanced,call the owner and ask him what to do,call all the staff to a meeting and ask them about the missing money,forget about it and let the day time manager worry about it,5.204,226.309,272.246,7,35,50,20,10,0,10,75,100,80,90,100,100,15,0,10,ask someone if she can borrow their phone,ask the front desk if they can page her friend,renew her membership at the front desk,sneak into gym when no one is looking,ditch her friend and go back to work,39.957,127.509,154.575,9,90,100,90,85,100,80,100,100,100,15,0,10,20,25,15,tell her teacher the truth,ask her mom to write her a note and explain what happened,quickly copy a classmate's homework before the class,pretend she's sick and ask if she can go see the nurse or ask her mom to pick her up,ask the teacher for an extension,8.742,143.758,153.574,7,87,100,100,95,100,100,30,0,25,15,0,10,85,90,90,start a small fire to signal for help,carefully ration the food and water,make sure their group stay warm to avoid hypothermia ,build a temp shelter big enough for all of them,look for a water source,26.121,100.688,130.848,6,90,100,100,100,100,100,100,100,100,85,100,100,80,100,100,,40,1,3,,5,6,3,4,6,5,2,1
8/21/2020 12:30,8/21/2020 12:45,0,,100,871,1,8/21/2020 12:45,R_2QJQX6RLgbb5odu,,,,,,,anonymous,EN,Try to get through the illness without the medicine,Use a cheaper alternative,Steal the medication,Ask someone else for the medicine,Try and negotiate a cheaper price for the medicine.,0.604,80.135,80.504,5,64,48,74,88,100,100,44,65,45,63,68,73,67,100,57,Forget about the trip and go home,Wait for someone to repair the car,Call a taxi to the airport,Contact the airline to reschedule his flight,"Call a friend to take care of the car, and take him to the airport.",0.948,84.093,112.089,5,36,100,83,78,100,100,82,100,100,93,100,100,86,100,95,Ignore the issue,Tell the manager about the missing money,Replace the money from his own pocket,Ask other workers to help replace the money,Lie and state that the money is not missing.,0.875,1.304,93.953,2,42,30,63,75,100,100,52,52,65,45,48,42,65,7,66,Go back to work,Wait for her freind to come,Try to convince the receptionist to let her in,Renew her membership,Sneak into the gym,0.596,1.191,116.011,2,82,99,100,94,100,100,46,87,68,61,100,98,29,31,40,Tell the teacher the truth,Try and do the assignment before class,Call her mom to bring the homework,Copy someone else's homework,Take someone else's homework and turn it in,0.878,0.878,108.574,1,80,100,100,74,100,95,44,100,78,60,9,97,9,0,29,Ration the remaining food,Hunt for food,Make a smoke signal,Camp out for the night,Yell out for help,0.925,0.925,71.255,1,96,100,100,88,100,100,92,100,100,96,100,100,85,100,100,,23,2,2,,5,6,4,3,1,6,5,2
8/21/2020 12:22,8/21/2020 12:45,0,,100,1380,1,8/21/2020 12:45,R_2EskWCQ57Xn1eKr,,,,,,,anonymous,EN,Take out a loan for the medication,Borrow money from a relative or friend,Rob a bank to get the money,"Break into a person's home, steal items and sell them off for money",Sell all his belongings and beg for money on the streets,1.235,1.235,82.19,1,25,70,65,50,80,70,5,0,0,5,0,0,6,25,15,"Call a cab, offer to pay them extra if they can make pick you up and get you to the airport on time",Try to flag someone down for a ride,Call a cab have them take him to a rental car location to get a new car,Run to the airport to try to make it on time,Cancel the trip altogether,2.458,148.41,178.285,8,45,100,35,15,80,25,15,100,75,5,75,10,5,10,15,Take it out of his wallet,"Don't do anything, accept the consequences of what happens next",Tell his higher ups the issue,Work overtime to make up for it,Ask another worker to cover it,1.136,66.496,77.056,3,86,100,80,12,14,9,50,65,84,67,94,86,44,29,19,Try to find a person outside the gym who would let her use their phone,Go back to her job and call her friend when she gets back to her phone,Wait outside the gym for her friend,Try to get her membership card renewed,"Head to a store, use the phone to call her friend and let her know the situation",2.062,138.869,248.029,10,50,74,65,75,80,80,50,85,75,70,100,85,25,70,65,Accept that the assignment will have to be late and get a worse grade,Get a new copy of the assignment and finish it as quickly as possible,Don't do the assignment at all,Tell her teacher what happened in hopes for leniency,Have her mom tell her teacher what happened,1.255,70.111,105.15,5,70,80,75,50,70,65,10,5,5,80,100,85,70,100,100,Try to find/build some sort of shelter,Try to find a clean source of water,Focus on conserving current supplies,Try to figure out where they are/orient themselves somehow,Stay optimistic/Keep their spirits up/Stay positive,4.9,151.277,184.31,5,95,100,100,85,100,100,100,100,100,95,100,100,80,100,75,,33,1,1,,2,6,4,3,6,2,5,1
8/21/2020 12:30,8/21/2020 12:45,0,,100,915,1,8/21/2020 12:45,R_332OooNUTd99usU,,,,,,,anonymous,EN,Contact the drugmaker to see if they qualify for help,Ask people for help through crowdsourcing,Ask the doctor for alternatives,Rob a bank to get the money,Let her die,5.81,89.352,90.062,9,62,100,41,100,100,100,100,100,100,0,0,0,60,51,95,Hitchhike,Call a rideshare (and a towtruck),Call a friend for help,Miss his flight,Call a cab (and a towtruck),1.666,62.996,63.908,15,25,100,20,100,100,100,91,100,100,84,100,100,82,100,71,Ask the staff if they know what happened,Ask the staff to pitch in to make it up,Contribute the entire amount himself to solve the problem,Leave the manager a note,Quit,1.586,89.597,90.398,9,100,100,100,81,100,82,71,81,100,85,85,100,25,50,10,Pay for her membership and go on in.,Borrow a phone and call/text her friend.,"See if her friend is already inside, and get a message to them.",Stay and wait for her friend.,Leave a note for her friend.,10.701,136.158,137.068,30,100,100,100,81,71,92,80,80,90,51,94,95,50,41,42,Call her mom to bring it to school,Talk to the teacher and explain the situation,Pretend to get sick to get out of class,Take an F on the assignment,"Copy a friend's assignment, quickly",1.835,62.598,63.351,10,100,100,100,100,100,100,30,10,40,70,0,100,30,0,31,See if they have a phone signal to call for help,Make an SOS sign or some other signal to help them be found,Build a fire and boil river water,Look for edible berries or nuts,Make a shelter and huddle together for warmth,2.458,148.822,149.668,11,100,100,100,91,100,100,100,100,100,100,100,92,100,100,100,,62,2,5,,5,7,2,3,6,1,4,5
8/21/2020 12:25,8/21/2020 12:45,0,,100,1179,1,8/21/2020 12:45,R_3MaDX5a8PkiZFR7,,,,,,,anonymous,EN,Go ask for help with purchasing the medication from family.,Ask friends what they can do to help Heinz with getting the medication for his wife.,Go to his local county health department if they can help refer him to an agency that can help them get the medication.,Break into the pharmacy after hours and steal the medication.,Apply for a credit card so that he can buy it on credit.,12.143,190.621,193.545,5,74,90,80,55,65,85,80,100,100,4,0,1,30,91,60,Call Uber to pick him up where he's at.,Call all his friends to see if there's anyone that can pick him up.,Call his family members if anyone can take him to the airport asap.,Call a tow truck to tow his car and ask them to give him a ride to the airport.,Josh calls the airline to see if he can exchange his flight to a different time or day.,19.628,19.628,171.524,1,65,44,51,85,99,90,95,99,100,85,91,75,95,100,100,Put his own money in the register to make up the missing amount.,Not do anything.,Ask his co-workers for help in the situation.,Ask his co-workers to pitch in to make up for the missing amount so they don't get in trouble.,Make a deal with the manager so that you can take on the consequence alone.,0.864,144.324,145.328,2,84,79,84,100,100,100,57,53,39,34,1,1,2,0,1,Ask someone to use their phone to call her friend.,go back to the office and call her friend from her phone that she isn't showing up.,Do nothing.,Renew her membership while she's there at the gym.,See if she can talk to her friend while she's at the gym.,6.837,6.837,99.475,1,74,68,82,91,99,100,44,17,31,79,96,95,71,85,94,Do nothing.,Call her mom to bring it to class.,Ask the teacher if she can turn it in tomorrow.,Ask if she can make it up.,Yell at her mom when she gets home that she didn't get the credit for her homework.,1.119,1.119,90.14,1,96,100,100,87,100,100,81,100,100,79,94,98,20,12,4,Stay in one place to wait for help,look for water and food as they wait for the rescue crew,Look for help in their surrounding.,Find their way back.,Do nothing.,1.088,1.088,104.9,1,91,100,100,97,100,100,75,99,100,55,83,100,85,100,100,,39,2,3,,4,8,1,2,3,6,5,4
8/21/2020 12:28,8/21/2020 12:45,0,,100,1063,1,8/21/2020 12:45,R_3lLb9mjCOHjyEi7,,,,,,,anonymous,EN,Take up a GoFundMe drive to get money for the medication,Steal the medication from the pharmacy,Start a second job to earn more money to buy the medication,Request a loan to buy the medication,Sell their possessions to buy the medication,1.513,75.289,76.499,8,80,100,90,5,50,5,70,100,100,50,100,60,30,60,40,Call a taxi,Steal someone's car,Reschedule his flight,Ask the airline to hold the flight,Cancel the hunting trip entirely,1.142,50.566,51.646,6,100,100,100,5,0,0,100,100,100,10,40,1,20,90,20,Ask if someone made an overring,Provide the missing money out of his own money,Check to see if the missing money is in the form of a check,Check the camera to see if another employee took the money,Notify his manager now that there is an issue and that they are working to resolve it,1.871,268.822,293.992,7,90,100,100,30,100,20,100,100,100,80,80,90,100,100,100,Renew her membership,Ask to borrow a phone at the gym to call her friend,Try to sneak in the gym without a current membership,"Ask her friend to sponsor her as a ""guest"" ",Lie that the gym messed up her membership expiration date and that she is still current,1.782,99.774,111.165,6,100,100,100,90,100,90,10,5,5,80,100,90,1,0,0,Ask for an extension,Try to complete the homework really quickly again,Lie that she lost her assignment,Skip class and say that she was ill,Say that she was not aware that the assignment was due today,1.747,94.371,95.77,6,100,100,100,30,100,60,20,0,10,40,10,20,10,5,5,Ration their remaining food and water,Develop a plan to expedite their rescue,Kill a friend and cannibalize them for food,Hunt for berries and small animals as food sources,Light a fire to alert rescue teams,1.441,90.282,91.338,7,100,100,100,100,100,100,1,0,0,60,90,80,90,100,100,,54,1,5,,6,3,5,6,1,4,2,3
8/21/2020 12:36,8/21/2020 12:47,0,,100,653,1,8/21/2020 12:47,R_Pt9GFlrzrxos0nv,,,,,,,anonymous,EN,Start a GoFundMe,Ask relatives and friends for funds,Apply for government assistance,Allow his wife to go untreated,Illegally gather funds for the medication,9.797,9.797,50.544,1,76,100,100,70,92,88,74,92,90,4,33,25,14,6,14,Cancel the trip,Get it towed and call an Uber,Get it towed and walk to the Airport,Try to fix the car so he can drive it to the airport,Re-book his flight,14.763,75.786,89.473,6,4,79,23,63,100,84,2,89,4,79,100,87,38,100,62,Put his own money in the register,Let the staff work overtime to make up for it,Quit his job,Ask other staff members if they know where the money is,Steal $50.75 from a customer and add it to the register,7.999,7.999,77.637,1,14,54,31,81,92,85,2,29,13,97,100,100,0,0,0,Wait until her friend arrives to tell her about the problem,Renew her membership,Leave the gym and never contact her friend again,Buy a day pass,Leave and get her phone to contact her friend,10.048,10.048,59.778,1,82,95,85,94,100,100,0,14,0,92,100,100,36,94,41,Call her mom to bring the homework,Turn in nothing,Quickly redo the assignment,Copy someone elses homework,Drop out of school and apply at Starbucks,18.124,18.124,65.601,1,62,93,86,63,50,60,85,95,95,43,0,73,0,42,7,Stay in one spot and hope they are found,Try to find their way out of the wilderness,Admit defeat and succumb to the elements,Try to get the attention of the local authorities with a fire,Draw straws for who will be eaten first,6.36,6.36,90.229,1,87,100,94,67,100,83,6,24,9,84,99,88,0,0,0,,29,1,5,,5,6,6,1,2,3,4,5
8/21/2020 12:41,8/21/2020 12:48,0,,100,428,1,8/21/2020 12:48,R_yPXRBppvBRFG8Jb,,,,,,,anonymous,EN,steal the medication,travel to another country to get it cheaper,see if they will give it to him for free,ask for help from family,go without the medication,1.954,1.954,37.289,1,6,19,1,30,100,85,27,84,67,92,100,95,7,0,54,hitch a ride,call a tow truck,call a taxi,change his flight time,don't go on the safari,1.034,1.472,24.078,2,33,70,17,100,100,100,88,99,100,61,100,92,8,100,17,pay the difference out of his pocket,go home and do nothing,talk to his manager,quit and never come back,overcharge the next customer to make up for it.,0.666,0.666,38.498,1,22,60,49,77,6,25,87,100,100,28,17,19,3,0,0,get a new membership, borrow someone elses phone,go back and get her phone,see if they will let her in to talk to her friend,do nothing and just ditch her friend,1.317,1.317,40.794,1,28,99,71,75,92,73,90,100,100,100,100,100,29,0,21,take someone elses story,quick write a new story,talk to her teacher and tell her what happened,go home sick,have her mom bring it,6.531,6.531,34.906,1,15,0,0,28,62,42,82,100,100,62,36,85,100,100,100,forage for food,try and self rescue,call for help,eat his friends,try to survive in the woods,0.857,0.857,38.199,1,17,94,64,91,63,97,92,99,100,4,0,0,20,83,25,,41,1,5,,4,7,6,4,5,3,1,2
8/21/2020 12:39,8/21/2020 12:49,0,,100,596,1,8/21/2020 12:49,R_A1fqb6JvqHTHRbX,,,,,,,anonymous,EN,gofund me,social media outcry for help,ask family for help,ask friends for help,steal the meds,12.872,32.217,35.633,5,95,100,100,100,100,100,100,100,100,100,100,100,50,0,10,call for a tow,call a family member to take his car,call a family member to get him to the airport,call for a taxi/uber,cry,18.517,45.708,50.429,5,95,100,100,90,100,100,90,100,100,85,100,100,50,100,100,report the 50 missing to the manager,watch security footage to see if somebody stole the 50,put 50 of his own in to make the cover,pretend he saw nothing,forge the balance,16.406,49.973,56.38,7,25,100,100,50,100,100,95,100,100,65,0,95,65,0,50,pay the renewal,play dumb and pretend she didn't know about the expiration,ask a friend to get her phone,ask her friend to pay her renewal now with the promise of payback,don't go to the gym,14.127,58.047,58.599,6,100,100,100,75,0,75,50,100,100,20,50,50,0,100,100,skip class,call her mom to bring the assignment,tell her teacher what happened,lie to the teacher she forgot it at home,ask the teacher for an extension,18.544,69.275,71.275,6,25,0,25,100,100,100,100,100,100,100,0,100,5,50,5,make a fire to gain attention,scream for help,shoot a signal flare,call for help,get to high ground,13.693,36.948,45.596,5,95,80,100,100,100,100,90,100,100,100,100,100,65,100,100,,29,2,6,White & Hispanic,5,9,2,1,3,4,6,5
