rowNo,type,stimFormat,condition1,condition2,ITI,random,randomBlock,responseType,head,required,responseOptions,pageName,pageBreak,ITI_ms,timestamp,response,RT,correct,responseCode,GMT_timestamp,local_timestamp,link,id,age,sex,education,handedness,completionCode
90,form,word,BAI,Fear of worst happening,600,1,0 2,radio,Fear of worst happening,1,Not at all.;Mildly but it didn't bother me much.;Moderately - it wasn't pleasant at time.;Severely - it bothered me a lot.,Please indicate how much you have been bothered by each symptom.,NA,NA,1379095,Not at all.,37009,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
87,form,word,BAI,Feeling hot,600,1,0 2,radio,Feeling hot,1,Not at all.;Mildly but it didn't bother me much.;Moderately - it wasn't pleasant at time.;Severely - it bothered me a lot.,Please indicate how much you have been bothered by each symptom.,NA,NA,1379095,Not at all.,37009,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
102,form,word,BAI,Scared,600,1,0 2,radio,Scared,1,Not at all.;Mildly but it didn't bother me much.;Moderately - it wasn't pleasant at time.;Severely - it bothered me a lot.,Please indicate how much you have been bothered by each symptom.,NA,NA,1379095,Not at all.,37009,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
93,form,word,BAI,Unsteady,600,1,0 2,radio,Unsteady,1,Not at all.;Mildly but it didn't bother me much.;Moderately - it wasn't pleasant at time.;Severely - it bothered me a lot.,Please indicate how much you have been bothered by each symptom.,NA,NA,1379095,Not at all.,37009,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
100,form,word,BAI,Difficulty breathing,600,1,0 2,radio,Difficulty breathing,1,Not at all.;Mildly but it didn't bother me much.;Moderately - it wasn't pleasant at time.;Severely - it bothered me a lot.,Please indicate how much you have been bothered by each symptom.,NA,NA,1379095,Not at all.,37009,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
94,form,word,BAI,Terrified or afraid,600,1,0 2,radio,Terrified or afraid,1,Not at all.;Mildly but it didn't bother me much.;Moderately - it wasn't pleasant at time.;Severely - it bothered me a lot.,Please indicate how much you have been bothered by each symptom.,NA,NA,1379095,Not at all.,37009,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
68,form,word,BDI,Loss of Pleasure,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I get as much pleasure as I ever did from the things I enjoy.;I don't enjoy things as much as I used to.;I get very little pleasure from the things I used to enjoy.;I can't get any pleasure from the things I used to enjoy.,Please select the statement that is most accurate in your experience.,NA,NA,1413619,I get as much pleasure as I ever did from the things I enjoy.,30708,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
67,form,word,BDI,Past Failure,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,"I do not feel like a failure.;I feel more discouraged about my future than I used to;As I look back, I see a lot of failures.;I feel I am a total failure as a person",Please select the statement that is most accurate in your experience.,NA,NA,1413619,I do not feel like a failure.,30708,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
69,form,word,BDI,Guilty Feelings,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I don't feel particularly guilty.;I feel guilty over many things I have done or should have done.;I feel quite guilty most of the time.;I feel guilty all of the time.,Please select the statement that is most accurate in your experience.,NA,NA,1413619,I don't feel particularly guilty.,30708,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
70,form,word,BDI,Punishment Feelings,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I don't feel I am being punished.;I feel I may be punished.;I expect to be punished.; I feel I am being punished.,Please select the statement that is most accurate in your experience.,NA,NA,1413619,I don't feel I am being punished.,30708,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
71,form,word,BDI,Self Dislike,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I feel the same about myself as ever.;I have lost confidence in myself.;I am disappointed in myself.;I dislike myself.,Please select the statement that is most accurate in your experience.,NA,NA,1413619,I feel the same about myself as ever.,30708,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
74,form,word,BDI,Agitation,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I am no more restless or wound up than usual.;I feel more restless or wound up than usual.;I am so restless or agitated that it's hard to stay still.;I am so restless or agitated that I have to keep moving or doing something.,Please select the statement that is most accurate in your experience.,NA,NA,1413619,I am no more restless or wound up than usual.,30708,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
81,form,word,BDI,Changes in Appetite,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I have not experienced any change in my appetite.;My appetite is somewhat less than usual.;My appetite is somewhat greater than usual.;My appetite is much less than before.;My appetite is much greater than usual.;I have no appetite at all.;I crave food all the time.,Please select the statement that is most accurate in your experience.,NA,NA,1413619,I have not experienced any change in my appetite.,30708,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
65,form,word,BDI,Sadness,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I do not feel sad.;I feel sad much of the time.;I am sad all the time.;I am so sad or unhappy I can't stand it.,Please select the statement that is most accurate in your experience.,NA,NA,1413619,I do not feel sad.,30708,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
77,form,word,BDI,Worthlessness,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I do not feel I am worthless.;I don't consider myself as worthwhile and useful as I used to.;I feel more worthless as compared to other people.;I feel utterly worthless.,Please select the statement that is most accurate in your experience.,NA,NA,1413619,I do not feel I am worthless.,30708,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
66,form,word,BDI,Pessimism,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I am not discouraged about my future.;I feel more discouraged about my future than I used to be.;I do not expect things to work out for me.;I feel my future is hopeless and will only get worse.,Please select the statement that is most accurate in your experience.,NA,NA,1413619,I am not discouraged about my future.,30708,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
75,form,word,BDI,Loss of Interest,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I have not lost interest in other people or activities.;I am less interested in other people or things than before.;I have lost most of my interest in other people or things.;It's hard to get interested in anything.,Please select the statement that is most accurate in your experience.,NA,NA,1413619,I have not lost interest in other people or activities.,30708,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
73,form,word,BDI,Crying,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,"I don't cry anymore than I used to.;I cry more than I used to.;I cry over every little thing.;I feel like crying, but I can't.",Please select the statement that is most accurate in your experience.,NA,NA,1413619,I don't cry anymore than I used to.,30708,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
84,form,word,BDI,Loss of Interest in Sex,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I have not noticed any recent change in my interest in sex.;I am less interested in sex than I used to be.;I am much less interested in sex now.;I have lost interest in sex completely.,Please select the statement that is most accurate in your experience.,NA,NA,1413619,I have not noticed any recent change in my interest in sex.,30708,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
78,form,word,BDI,Loss of Energy,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I have as much energy as ever.;I have less energy than I used to have.;I don't have enough energy to do very much.;I don't have enough energy to do anything.,Please select the statement that is most accurate in your experience.,NA,NA,1413619,I have as much energy as ever.,30708,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
76,form,word,BDI,Indecisiveness,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I make decisions about as well as ever.;I find it more difficult to make decisions than usual.;have much greater difficulty in making decisions than I used to.;I have trouble making any decisions.,Please select the statement that is most accurate in your experience.,NA,NA,1413619,I make decisions about as well as ever.,30708,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
83,form,word,BDI,Tiredness or Fatigue,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I am no more tired or fatigued than usual.;I get more tired or fatigued more easily than usual.;I am too tired or fatigued to do a lot of the things I used to do.;I am too tired or fatigued to do most of the things I used to do.,Please select the statement that is most accurate in your experience.,NA,NA,1413619,I am no more tired or fatigued than usual.,30708,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
82,form,word,BDI,Concentration Difficulty,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I can concentrate as well as ever.;I can't concentrate as well as usual.;It's hard to keep my mind on anything for very long.;I find I can't concentrate on anything.,Please select the statement that is most accurate in your experience.,NA,NA,1413619,I can concentrate as well as ever.,30708,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
79,form,word,BDI,Changes in Sleeping Pattern,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I have not experienced any change in my sleeping pattern.;I sleep somewhat more than usual.;I sleep somewhat less than usual.;I sleep a lot more than usual.;I sleep a lot less than usual.;I sleep most of the day.;I wake up 1-2 hours early and can't get back to sleep.,Please select the statement that is most accurate in your experience.,NA,NA,1413619,I have not experienced any change in my sleeping pattern.,30708,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
72,form,word,BDI,Self Criticalness,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I don't criticize or blame myself more than usual.;I am more critical of myself than I used to be.;I criticize myself for all of my faults.;I blame myself for everything bad that happens.,Please select the statement that is most accurate in your experience.,NA,NA,1413619,I don't criticize or blame myself more than usual.,30708,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
80,form,word,BDI,Irratability,600,1,0 1,radio,____________________________________________________________________________________________________________________________________________________,1,I am no more irritable than usual.;I am more irritable than usual.;I am much more irritable than usual.;I am irritable all the time.,Please select the statement that is most accurate in your experience.,NA,NA,1413619,I am no more irritable than usual.,30708,0,1,2021-08-26_20:58:10,2021-08-26_16:58:10,https://www.testable.org/experiment/31/731033/start?hitId=36KM3FWE4UIBPQT260TY11Y4XXK70G&workerId=A2G7F8S617H0BB&assignmentId=33LKR6A5KIQ1GX9L5O518M5K00D1T4&a=5RL34&tp_a=5RL34&b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&tp_b=33LKR6A5KIQ1GX9L5O518M5K00D1T4&c=315514&tp_c=315514,A2G7F8S617H0BB,29,male,Bachelor degree,right-handed,EoXb4wTq1Wp8FS8Y
15,form,word,Mary,NA,NA,NA,3,box,Answer 1,1,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",NA,NA,310918,Skip class and turn in the homework next time.,95456,0,NA,2021-08-26_21:26:53,2021-08-26_17:26:53,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=ANQ0RLFEZ17W0&assignmentId=3VAR3R6G1T73E5OY8SSHTMM5FY18O8&a=G3AV4&tp_a=G3AV4&b=3VAR3R6G1T73E5OY8SSHTMM5FY18O8&tp_b=3VAR3R6G1T73E5OY8SSHTMM5FY18O8&c=315514&tp_c=315514,ANQ0RLFEZ17W0,30,female,Bachelor degree,right-handed,gWlKFhurIo8uCDRp
16,form,word,Mary,NA,NA,NA,3,box,Answer 2,1,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",NA,NA,310918,"Skip class and offer to email the assignment to the teacher, buying you some time until you get it back from your mom.",95456,0,NA,2021-08-26_21:26:53,2021-08-26_17:26:53,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=ANQ0RLFEZ17W0&assignmentId=3VAR3R6G1T73E5OY8SSHTMM5FY18O8&a=G3AV4&tp_a=G3AV4&b=3VAR3R6G1T73E5OY8SSHTMM5FY18O8&tp_b=3VAR3R6G1T73E5OY8SSHTMM5FY18O8&c=315514&tp_c=315514,ANQ0RLFEZ17W0,30,female,Bachelor degree,right-handed,gWlKFhurIo8uCDRp
17,form,word,Mary,NA,NA,NA,3,box,Answer 3,1,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",NA,NA,310918,Go to class and explain to the teacher.,95456,0,NA,2021-08-26_21:26:53,2021-08-26_17:26:53,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=ANQ0RLFEZ17W0&assignmentId=3VAR3R6G1T73E5OY8SSHTMM5FY18O8&a=G3AV4&tp_a=G3AV4&b=3VAR3R6G1T73E5OY8SSHTMM5FY18O8&tp_b=3VAR3R6G1T73E5OY8SSHTMM5FY18O8&c=315514&tp_c=315514,ANQ0RLFEZ17W0,30,female,Bachelor degree,right-handed,gWlKFhurIo8uCDRp
18,form,word,Mary,NA,NA,NA,3,box,Answer 4,NA,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",NA,NA,310918,Try to quickly complete the assignment and show up late.,95456,0,NA,2021-08-26_21:26:53,2021-08-26_17:26:53,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=ANQ0RLFEZ17W0&assignmentId=3VAR3R6G1T73E5OY8SSHTMM5FY18O8&a=G3AV4&tp_a=G3AV4&b=3VAR3R6G1T73E5OY8SSHTMM5FY18O8&tp_b=3VAR3R6G1T73E5OY8SSHTMM5FY18O8&c=315514&tp_c=315514,ANQ0RLFEZ17W0,30,female,Bachelor degree,right-handed,gWlKFhurIo8uCDRp
19,form,word,Mary,NA,NA,NA,3,box,Answer 5,NA,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",NA,NA,310918,NA,95456,0,NA,2021-08-26_21:26:53,2021-08-26_17:26:53,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=ANQ0RLFEZ17W0&assignmentId=3VAR3R6G1T73E5OY8SSHTMM5FY18O8&a=G3AV4&tp_a=G3AV4&b=3VAR3R6G1T73E5OY8SSHTMM5FY18O8&tp_b=3VAR3R6G1T73E5OY8SSHTMM5FY18O8&c=315514&tp_c=315514,ANQ0RLFEZ17W0,30,female,Bachelor degree,right-handed,gWlKFhurIo8uCDRp
20,form,word,Mary,NA,NA,NA,3,box,Answer 6,NA,NA,"You are about to go to your final class of the day when you remember that there is a homework assignment that is due. Your mom accidentally took your homework assignment out of your backpack when she was making room for your lunch. Now you have nothing to turn in for credit.<br><br>In this situation, what are some things you could do?",1,NA,310918,NA,95456,0,NA,2021-08-26_21:26:53,2021-08-26_17:26:53,https://www.testable.org/experiment/31/731033/start?hitId=3IZVJEBJ7DQPNBLNRK1Y1M1UKTJ6Z8&workerId=ANQ0RLFEZ17W0&assignmentId=3VAR3R6G1T73E5OY8SSHTMM5FY18O8&a=G3AV4&tp_a=G3AV4&b=3VAR3R6G1T73E5OY8SSHTMM5FY18O8&tp_b=3VAR3R6G1T73E5OY8SSHTMM5FY18O8&c=315514&tp_c=315514,ANQ0RLFEZ17W0,30,female,Bachelor degree,right-handed,gWlKFhurIo8uCDRp
